s_id,u_id,return_count,returns nms,return_count similar,nonreturn_count,return_shape
10152,15788,2,0,0,3,1
10152,6608,4,0,0,1,2
10152,10634,2,1,1,1,0
10152,7664,10,2,1,0,5
10152,19151,0,0,0,5,0
337,1321,0,0,0,5,0
337,1080,0,0,0,5,0
337,883,0,0,0,5,0
337,1423,0,0,0,5,0
337,1599,2,1,0,3,0
337,985,3,1,1,2,1
337,1112,0,0,0,4,0
337,894,0,0,0,5,0
337,2770,4,1,0,1,2
337,1387,3,1,1,2,1
337,1751,0,0,0,5,0
337,504,0,0,0,8,0
337,2239,2,1,0,3,1
337,1985,0,0,0,5,0
337,247,4,2,1,1,1
337,1286,5,1,3,0,1
337,2497,5,4,0,0,0
337,298,0,0,0,5,0
337,2356,4,2,1,1,0
337,1577,4,2,0,1,1
337,717,0,0,0,8,0
337,2252,5,2,0,0,2
337,1491,0,0,0,5,0
337,771,0,0,0,5,0
337,1123,0,0,0,5,0
337,3040,0,0,0,5,0
337,2353,0,0,0,5,0
337,808,4,3,0,1,1
337,2121,0,0,0,5,0
337,2546,0,0,0,5,0
337,2172,3,1,1,2,1
337,1779,2,1,1,3,0
337,577,5,3,0,7,2
337,627,0,0,0,8,0
337,3274,5,2,1,0,2
337,3327,2,2,0,1,0
337,1828,4,2,0,1,2
337,1323,4,3,0,1,1
337,1479,5,4,1,0,0
337,2329,5,4,0,0,0
337,1891,0,0,0,3,0
337,1398,5,1,0,0,2
337,2266,3,1,1,2,0
337,3135,0,0,0,5,0
337,1730,0,0,0,5,0
337,877,0,0,0,4,0
337,938,0,0,0,4,0
337,2365,9,5,1,1,2
337,1578,1,1,0,4,0
337,1264,0,0,0,5,0
337,1132,0,0,0,4,0
337,2374,5,1,0,0,4
337,554,0,0,0,5,0
337,2235,3,3,0,2,0
337,1085,0,0,0,4,0
337,1691,4,3,0,1,1
337,1480,5,1,2,0,2
337,900,0,0,0,5,0
337,1602,1,0,0,4,1
337,1700,8,2,2,2,1
337,807,0,0,0,5,0
337,1962,2,0,0,3,2
337,269,0,0,0,4,0
337,2721,5,1,2,0,1
337,2330,2,1,0,1,1
337,2846,0,0,0,5,0
337,1645,4,1,2,1,1
337,813,0,0,0,8,0
337,1182,0,0,0,5,0
337,2589,2,1,1,3,0
337,2494,3,0,2,2,1
337,912,2,1,1,3,0
337,708,0,0,0,4,0
337,635,0,0,0,2,0
337,2347,10,3,2,0,3
337,1236,2,1,0,3,1
337,1694,5,2,1,0,2
337,1122,0,0,0,5,0
337,2459,5,0,1,0,1
337,1070,0,0,0,5,0
337,3140,0,0,0,5,0
337,2453,0,0,0,5,0
337,789,0,0,0,5,0
337,2084,0,0,0,5,0
337,1395,7,4,0,8,3
337,2236,3,1,0,2,2
337,740,7,5,0,13,2
337,3408,4,0,1,1,2
337,1657,2,1,0,3,1
337,1175,0,0,0,5,0
337,846,0,0,0,4,0
337,3371,5,4,1,0,0
337,1559,9,7,0,5,1
337,1341,7,0,1,3,4
337,673,0,0,0,5,0
337,2293,4,1,1,1,2
337,1018,4,2,0,1,1
337,310,0,0,0,5,0
337,936,3,2,0,7,1
337,1454,3,1,0,2,2
337,1256,5,4,1,0,0
337,3305,4,2,0,1,0
337,2658,5,2,1,0,2
337,1208,4,2,2,1,0
337,576,0,0,0,5,0
337,2290,5,1,2,0,1
337,891,3,1,0,2,2
337,2549,0,0,0,5,0
337,1721,5,0,0,0,5
337,1386,2,1,0,3,1
337,809,0,0,0,4,0
337,2503,5,3,0,0,1
337,2872,0,0,0,5,0
337,1646,2,0,2,3,0
337,1350,4,1,1,6,2
337,1155,0,0,0,4,0
337,1361,3,1,1,2,1
337,1184,0,0,0,5,0
337,2069,3,1,1,0,0
337,2464,2,1,0,3,1
337,1314,5,2,3,0,0
337,607,0,0,0,5,0
337,1221,4,2,0,1,2
337,2430,4,3,0,1,0
337,3375,5,1,1,0,0
337,404,3,2,0,2,1
337,2278,1,0,0,4,1
337,1337,4,1,0,1,2
337,1923,1,0,0,4,1
337,677,0,0,0,5,0
337,1377,5,1,0,0,3
337,2499,5,2,2,0,0
337,3212,0,0,0,5,0
337,747,0,0,0,5,0
337,668,0,0,0,5,0
337,3072,3,2,1,2,0
337,3114,5,5,0,0,0
337,1573,2,1,0,3,1
337,2606,4,2,1,1,0
337,1327,0,0,0,4,0
337,1224,5,2,1,0,0
337,2528,2,1,1,3,0
4128,4098,4,4,0,1,0
12379,1204,4,0,1,1,0
12379,18294,5,3,0,0,0
12379,627,5,1,1,0,1
12379,19157,0,0,0,3,0
12379,16115,6,2,0,0,4
12379,5040,8,4,0,2,4
12379,16246,0,0,0,5,0
12379,17731,5,2,0,0,0
12379,13682,3,2,0,2,1
12379,16957,4,2,0,1,2
12379,1049,4,1,0,1,0
12379,13027,2,1,0,3,1
12379,17686,4,1,0,1,0
12379,17197,5,3,0,0,2
12379,17897,5,1,1,0,2
12379,7579,5,0,0,0,0
12379,15290,0,0,0,10,0
12379,19387,2,1,0,1,0
12379,5695,4,1,0,1,0
12379,15175,5,0,2,0,0
12379,17280,5,2,0,0,2
12379,577,4,1,0,1,0
12379,12884,5,2,2,0,0
12379,16119,5,2,2,0,1
12379,19385,1,1,0,2,0
12379,19203,3,0,0,0,1
12379,18897,0,0,0,5,0
12379,18136,2,0,0,3,1
12379,3717,12,3,2,3,4
12379,14143,4,0,0,1,1
12379,18571,5,4,0,0,1
12379,17307,5,0,0,0,0
12379,13965,8,1,2,2,5
12379,15117,5,2,0,0,0
12379,17486,5,2,0,0,0
12379,13228,4,2,0,1,1
12379,15344,5,5,0,0,0
12379,19159,2,2,0,1,0
12379,17328,5,2,3,0,0
12379,3326,3,0,0,2,2
12379,13854,3,0,0,2,3
12379,352,3,1,0,2,2
12379,19389,0,0,0,4,0
12379,12476,5,0,0,0,0
12379,6188,5,1,0,0,4
12379,10815,5,4,0,0,1
12379,13999,10,4,1,0,4
12379,12850,5,2,1,0,1
12379,12611,5,1,0,0,1
12379,16268,5,0,1,0,3
12379,18766,6,1,0,0,3
12379,10066,5,3,0,0,1
12379,19114,3,3,0,1,0
12379,6585,4,0,0,1,4
12379,12141,8,1,4,2,1
12379,16311,5,3,1,5,0
12379,19186,3,1,0,0,2
12379,15289,4,2,0,1,2
12379,19291,2,0,2,1,0
12379,19202,2,0,0,1,1
12379,12760,3,1,1,2,0
12379,19156,2,1,0,1,1
12379,11658,1,1,0,3,0
12379,16755,4,0,1,1,0
12379,18530,3,1,0,2,1
12379,11279,9,4,1,1,2
12379,2218,5,1,1,5,2
12379,17685,5,4,0,0,1
12379,16551,4,0,0,1,1
12379,14952,5,5,0,0,0
12379,11108,5,4,0,0,1
12379,17574,5,0,0,0,0
12379,17617,10,6,0,1,4
12379,19322,2,1,0,1,0
12379,4215,5,2,2,0,0
12379,17690,0,0,0,5,0
12379,19206,2,1,0,1,0
12379,14115,6,4,0,0,2
12379,1602,2,0,1,3,1
12379,16713,4,2,0,0,1
12379,9788,4,0,0,1,3
12379,7664,5,0,2,0,2
12379,17836,4,2,0,1,0
12379,1361,1,0,1,10,0
12379,19192,2,1,0,1,1
12379,19105,3,3,0,0,0
12379,14814,5,1,0,0,2
12379,15307,0,0,0,5,0
12379,10656,4,1,2,1,1
12379,16668,5,3,0,1,0
12379,8754,5,1,1,0,2
12379,11162,5,4,0,0,0
12379,5408,5,5,0,0,0
12379,19106,3,0,0,0,0
12379,10194,4,0,2,1,0
12379,19204,2,1,0,1,1
12379,19289,1,0,1,2,0
12379,15062,5,0,0,0,1
12379,3376,8,6,0,2,1
12379,19109,3,1,0,0,2
12379,3227,2,0,0,3,0
12379,3338,3,2,0,2,0
12379,7728,2,1,0,3,1
12379,14582,9,0,0,1,7
12379,10827,3,1,0,2,0
12379,15606,7,4,2,3,0
12379,580,5,4,0,0,0
12379,17920,0,0,0,5,0
12379,14859,8,2,1,1,1
12379,18139,3,1,0,2,1
12379,5891,5,5,0,0,0
12379,18065,4,0,0,1,4
12379,14779,5,1,0,0,3
12379,15090,9,8,0,1,0
12379,16044,4,0,1,1,1
12379,19165,2,0,0,1,1
12379,15547,4,1,0,1,1
12379,15039,4,1,0,6,2
12379,18893,4,1,0,1,2
12379,19158,3,0,1,1,0
12379,19107,3,0,0,0,1
12379,16695,4,0,0,1,3
12379,4347,3,1,0,2,2
12379,2230,2,1,1,2,0
12379,18649,5,2,1,0,2
12379,17714,0,0,0,5,0
12379,9821,10,6,1,0,2
12379,10659,4,2,0,1,1
12379,959,6,1,2,4,3
12379,16011,10,6,0,0,2
12379,15982,5,0,0,0,5
12379,11021,1,0,1,4,0
12379,16359,13,4,2,2,2
12379,3185,3,1,0,2,2
12379,13649,5,1,1,0,1
12379,10306,4,0,0,1,3
12379,14729,9,3,0,1,4
12379,10670,5,2,0,0,3
12379,19519,2,1,1,1,0
12379,12836,8,1,0,2,6
12379,12796,5,3,1,0,1
12379,18212,4,0,1,1,2
12379,19163,1,1,0,2,0
12379,17382,5,1,0,0,3
12379,16844,5,2,1,0,0
12379,9422,4,2,0,1,1
12379,328,4,2,1,1,1
12379,2294,5,3,0,0,0
12379,19194,2,0,0,1,0
12379,11470,5,5,0,0,0
12379,14886,5,0,0,0,5
12379,1957,5,1,0,0,3
12379,4727,2,2,0,3,0
12379,7624,7,3,1,3,2
12379,15649,4,1,1,1,0
12379,11920,10,1,1,0,3
12379,5485,4,4,0,1,0
12379,14605,3,2,0,1,0
8985,7145,3,1,2,2,0
8985,9276,3,3,0,2,0
8985,8947,5,1,3,0,0
8985,4958,3,2,0,2,1
8985,9294,3,1,0,2,2
8985,8912,5,5,0,0,0
8985,8883,5,2,1,0,0
8985,8595,3,1,1,2,0
8985,9217,4,1,3,1,0
8985,9317,5,0,2,0,3
8985,12853,4,3,0,1,1
338,4131,2,1,0,8,1
338,1928,4,1,0,1,1
338,577,3,0,0,7,2
338,1206,4,0,0,6,2
338,3176,4,0,0,4,3
338,4354,5,0,0,0,0
338,2835,5,2,2,0,0
338,4892,6,3,0,0,0
338,4237,4,3,1,1,0
338,5080,5,1,1,1,3
338,3649,5,2,1,0,1
338,1069,0,0,0,4,0
338,2468,12,8,0,8,4
338,1646,12,3,3,8,3
338,1691,4,2,2,1,0
338,2365,5,1,2,0,2
338,3337,5,0,2,0,1
338,1998,5,1,3,0,0
338,2062,4,2,0,1,1
338,5040,3,3,0,2,0
338,4310,5,1,2,0,0
338,374,4,2,0,6,2
338,1868,9,3,3,6,2
338,1832,0,0,0,5,0
338,3544,5,3,0,0,1
338,928,5,3,0,0,2
338,2543,3,3,0,2,0
338,555,3,0,0,1,3
338,2362,3,0,1,2,2
338,4843,8,3,3,2,0
338,2176,4,1,0,1,2
338,3853,6,2,1,4,3
338,356,7,1,0,3,5
338,2726,5,1,1,0,2
338,2157,5,5,0,0,0
338,358,0,0,0,8,0
338,2554,5,4,0,0,1
338,1974,5,1,2,0,0
338,1841,0,0,0,5,0
338,4112,5,1,0,0,2
338,1147,6,1,3,2,2
338,3202,0,0,0,5,0
338,2032,0,0,0,5,0
338,4504,4,2,2,1,0
338,3053,3,1,1,2,1
338,4500,5,5,0,0,0
338,4148,5,1,0,0,0
338,2598,7,4,1,8,2
338,3622,2,1,1,3,0
338,3581,4,2,2,1,0
338,853,0,0,0,4,0
338,1766,5,1,2,0,1
338,2378,0,0,0,5,0
338,1210,5,0,1,0,4
338,4205,2,1,0,3,1
338,1468,0,0,0,5,0
338,2210,4,2,1,1,1
338,2259,0,0,0,5,0
338,3377,2,0,0,3,1
338,1884,5,2,0,0,2
338,661,0,0,0,3,0
338,3832,7,3,2,3,1
338,2868,5,4,0,0,0
338,808,4,1,0,1,2
338,3381,5,3,0,0,1
338,4323,3,2,1,2,0
338,2208,5,2,0,0,2
338,3741,5,2,1,0,0
338,2675,4,3,0,1,1
338,2510,3,1,0,2,2
338,2651,5,4,0,0,1
338,2384,4,0,1,6,3
338,854,0,0,0,13,0
338,3726,2,1,1,3,0
338,4082,0,0,0,5,0
338,2047,0,0,0,5,0
338,2331,7,2,2,10,3
338,2441,5,3,0,0,0
338,4791,6,1,0,5,5
338,3182,5,1,0,0,1
338,622,14,3,3,6,4
338,4347,1,1,0,4,0
338,2801,9,1,0,1,5
338,4092,5,2,1,0,1
338,1162,0,0,0,5,0
338,3558,7,2,1,3,4
338,500,1,1,0,4,0
338,1005,6,3,1,4,2
338,2424,5,2,0,0,1
338,2146,4,2,1,1,1
338,2501,0,0,0,5,0
338,1066,0,0,0,5,0
338,643,0,0,0,3,0
338,669,5,2,0,14,2
338,1243,7,2,0,3,4
338,2994,2,1,0,3,1
338,1091,0,0,0,3,0
338,1779,3,1,0,2,0
338,1316,5,0,2,5,2
338,2733,9,0,2,1,5
338,5071,3,3,0,2,0
338,2458,5,5,0,0,0
338,365,4,0,1,1,3
338,2077,0,0,0,5,0
338,3481,5,3,0,5,2
338,3326,6,0,0,4,5
338,1750,5,1,1,0,1
338,3064,3,3,0,2,0
338,2438,5,2,1,0,0
338,4538,5,2,0,0,2
338,4934,3,1,0,3,1
338,1708,5,2,2,0,1
338,2230,1,0,0,4,1
338,1957,4,1,0,1,2
338,1157,3,1,0,7,2
338,1950,7,2,1,3,4
338,1639,1,1,0,4,0
338,4211,1,0,0,4,1
338,4763,5,1,2,0,0
338,4045,5,1,1,0,0
338,2291,5,2,1,0,2
338,4159,2,1,1,3,0
338,1953,5,2,1,0,2
338,2662,3,0,1,8,2
338,3951,0,0,0,5,0
338,2731,3,2,0,2,1
338,2095,4,2,1,1,0
338,2873,5,3,0,0,2
338,308,0,0,0,5,0
338,931,0,0,0,4,0
338,3302,0,0,0,5,0
338,4010,5,1,1,0,0
338,3022,2,2,0,3,0
338,3129,4,0,0,1,4
338,1128,0,0,0,5,0
338,740,8,6,0,3,2
338,4017,5,0,1,0,1
338,1933,0,0,0,5,0
338,1303,0,0,0,10,0
338,2050,0,0,0,3,0
338,2226,9,5,2,6,2
338,2528,4,2,1,1,1
338,1479,5,5,0,0,0
338,4081,0,0,0,5,0
338,1923,5,2,1,0,2
338,1846,5,1,0,0,4
338,1343,2,1,1,3,0
338,678,0,0,0,10,0
338,4808,2,0,0,3,2
338,3624,0,0,0,5,0
338,1339,0,0,0,5,0
338,2427,3,0,0,2,1
338,2571,5,2,0,0,0
338,2972,4,0,1,6,3
338,4024,4,3,0,1,0
338,5061,5,2,0,0,2
338,1160,7,2,0,3,5
338,1007,0,0,0,6,0
338,1125,0,0,0,4,0
338,4553,4,1,1,1,1
338,3785,3,1,0,2,2
338,1881,3,1,0,2,1
338,553,3,1,2,2,0
338,900,3,1,1,2,1
338,2629,5,3,2,0,0
338,2132,5,1,0,0,3
338,1392,4,1,1,1,2
338,4181,5,0,2,0,0
338,1850,7,3,1,1,2
338,2729,0,0,0,5,0
338,2738,0,0,0,5,0
338,673,5,3,1,6,0
338,2650,2,0,0,3,2
338,2509,2,0,2,3,0
338,2511,0,0,0,3,0
338,1385,2,1,1,3,0
338,2678,1,0,0,4,1
338,800,0,0,0,5,0
338,2370,2,0,0,8,2
338,1636,5,5,0,0,0
338,3833,9,2,2,1,2
338,3363,5,1,0,0,3
338,3842,5,1,2,0,1
338,373,5,4,0,5,1
338,1383,3,0,0,2,3
338,3800,5,0,2,0,2
338,933,10,6,2,0,2
338,2035,0,0,0,5,0
338,3854,5,3,1,0,0
338,2834,5,4,1,0,0
338,2105,0,0,0,3,0
338,2431,5,2,0,0,1
338,2963,8,3,0,2,5
16034,16382,5,1,1,0,0
16034,16736,2,0,0,3,1
16034,14899,2,1,0,3,0
16034,17679,4,3,0,1,0
16034,18749,4,0,2,1,2
16034,17305,5,2,0,0,2
16034,356,3,0,0,2,1
16034,18515,5,4,0,0,1
16034,1690,5,2,0,0,2
16034,17389,7,5,0,3,1
16034,256,5,3,0,0,2
16034,18739,5,0,0,0,0
16034,5305,5,3,1,0,1
16034,17841,4,3,0,1,0
16034,16328,4,0,0,1,1
16034,16234,4,3,0,1,1
16034,5327,4,0,0,1,3
16034,16474,10,3,2,0,0
16034,17732,1,1,0,4,0
16034,18040,5,1,0,0,2
16034,17674,5,3,0,0,2
16034,12760,0,0,0,5,0
16034,16222,5,2,0,0,3
16034,17821,5,1,0,0,0
16034,6858,5,2,0,0,0
16034,10055,5,1,0,0,4
16034,19097,0,0,0,5,0
16034,17556,4,3,0,1,1
16034,17806,5,1,0,0,1
16034,5508,4,0,0,1,1
16034,18505,5,1,0,0,3
16034,16799,4,2,0,1,1
16034,15170,5,2,0,0,0
16034,10896,4,2,0,0,0
16034,17061,5,4,1,0,0
16034,17513,3,2,1,2,0
16034,17767,5,1,0,0,0
16034,18006,5,2,0,0,3
16034,18008,5,4,0,0,0
16034,2560,5,2,0,0,1
16034,15444,5,1,0,0,2
16034,18002,5,2,0,0,0
16034,17193,5,1,0,0,1
16034,9558,5,3,1,0,1
16034,2511,3,2,0,0,1
16034,15844,3,0,0,12,3
16034,17801,3,2,1,1,0
16034,19051,0,0,0,5,0
16034,11988,5,0,0,0,5
16034,5709,5,5,0,0,0
16034,2967,0,0,0,5,0
16034,3981,3,0,1,1,1
16034,17125,5,5,0,0,0
16034,1475,2,0,0,3,1
16034,17088,5,0,0,0,3
16034,15253,5,5,0,0,0
16034,12872,5,0,1,0,0
16034,16276,5,3,0,0,1
16034,12146,7,2,1,4,2
16034,15380,3,0,0,2,2
16034,16324,5,2,0,0,1
16034,2598,5,2,0,0,2
16034,16261,5,0,0,0,0
16034,17330,5,3,0,5,2
16034,18662,5,0,1,0,0
16034,17748,5,2,2,0,0
16034,18939,0,0,0,5,0
16034,4808,0,0,0,5,0
16034,17935,5,0,0,0,3
16034,8595,5,5,0,0,0
16034,18163,3,1,0,2,1
16034,16847,4,0,1,1,2
16034,18145,3,0,0,2,3
16034,622,10,8,1,0,0
16034,6280,4,2,0,1,1
16034,19115,0,0,0,5,0
16034,18679,0,0,0,5,0
16034,16038,0,0,0,5,0
10151,17391,3,2,0,2,1
10151,4541,7,3,1,3,3
10151,9648,5,5,0,0,0
10151,3376,4,3,0,1,1
10151,17626,9,6,1,1,0
10151,16263,5,3,0,0,2
10151,15812,11,2,0,4,4
10151,11259,3,1,2,2,0
10151,19260,0,0,0,5,0
10151,5218,4,1,0,1,3
10151,15284,0,0,0,5,0
10151,15917,4,0,0,1,4
10151,11938,10,3,0,0,0
10151,10632,10,6,3,0,0
10151,13376,5,2,0,1,2
10151,16202,5,5,0,0,0
10151,10764,10,1,2,0,5
10151,14607,5,3,1,0,1
10151,10055,5,0,1,4,4
10151,11735,4,0,1,1,3
10151,18052,2,1,0,8,0
10151,15096,0,0,0,5,0
10151,10236,8,4,1,2,3
10151,12379,3,0,0,1,1
10151,2775,5,1,4,0,0
10151,17806,5,1,0,0,1
10151,16640,8,1,1,2,2
10151,12109,8,8,0,2,0
10151,13631,3,1,1,2,0
10151,6716,5,5,0,0,0
10151,6082,4,3,1,1,0
10151,10076,5,4,1,0,0
10151,8595,2,1,0,3,0
10151,5103,4,0,0,1,3
10151,16345,3,2,0,2,1
10151,10144,2,0,0,3,2
10151,8094,4,4,0,0,0
10151,11736,3,3,0,1,0
10151,18524,5,2,0,0,2
10151,12405,5,1,0,0,2
10151,16486,5,4,0,0,1
10151,12611,5,2,1,0,2
10151,4083,5,4,0,0,0
10151,11438,10,4,2,0,3
10151,15152,5,5,0,0,0
10151,16613,4,1,0,1,1
10151,15171,5,5,0,0,0
10151,6202,8,3,2,2,2
10151,16836,5,1,2,0,1
10151,15502,5,1,1,0,0
10151,15460,5,1,0,0,1
10151,493,5,2,0,0,1
10151,11643,4,1,0,1,0
10151,10031,10,1,4,5,0
10151,13712,4,1,1,1,0
10151,14828,2,1,1,3,0
10151,18131,4,1,0,1,3
10151,17317,1,1,0,4,0
10151,12972,5,1,0,0,1
10151,8703,15,2,6,10,4
10151,15873,5,2,0,0,0
10151,11348,7,7,0,7,0
10151,12760,8,8,0,1,0
10151,9643,3,1,2,2,0
10151,10013,5,2,1,0,1
10151,11970,10,2,2,0,0
10151,5485,8,2,1,3,4
10151,13770,3,1,1,2,0
10151,18497,3,1,1,2,0
10151,17537,3,0,0,1,0
10151,17835,4,2,1,6,1
10151,9640,4,1,1,1,2
10151,14539,4,0,0,6,1
10151,17073,7,5,0,3,1
10151,10780,3,0,0,1,3
10151,11849,5,5,0,0,0
10151,11021,15,1,2,5,3
10151,3972,3,1,0,2,2
10151,11741,5,0,1,0,3
10151,16091,2,0,2,3,0
10151,10896,7,3,1,3,1
10151,18516,5,5,0,0,0
10151,640,5,5,0,0,0
10151,2188,5,0,0,0,1
10151,12490,8,2,2,2,3
10151,19284,0,0,0,5,0
10151,16611,10,3,1,0,5
10151,10746,13,2,4,3,6
10151,12907,23,0,8,17,10
10151,9554,4,2,0,1,0
10151,10930,9,1,4,1,3
10151,13132,7,1,2,2,1
10151,11554,5,1,0,0,0
10151,15321,5,5,0,0,0
10151,12353,7,2,2,3,0
10151,13821,5,4,1,0,0
10151,14600,3,2,1,2,0
10151,16422,5,3,1,0,1
10151,15877,5,5,0,0,0
10151,13884,10,1,3,5,1
10151,16758,5,0,0,0,4
10151,11065,6,5,0,8,1
10151,18191,5,2,0,0,3
10151,10194,5,1,3,0,1
10151,17432,5,2,0,0,0
10151,1663,4,2,0,1,0
10151,12308,3,1,0,2,0
10151,14715,11,2,0,4,5
10151,12286,4,0,1,0,3
10151,14251,3,0,0,7,1
10151,13467,5,1,3,0,1
10151,10822,5,3,0,0,2
10151,11713,4,2,0,1,1
10151,17316,6,4,0,4,1
10151,17148,4,4,0,0,0
10151,15547,4,3,0,1,0
10151,18759,0,0,0,5,0
10151,13850,11,6,3,4,0
10151,15439,5,0,1,0,0
10151,4131,3,1,1,7,1
10151,8575,2,0,2,3,0
10151,10877,8,6,1,2,0
10151,15640,5,2,0,0,1
10151,14317,5,3,1,0,0
10151,2239,3,2,0,2,1
10151,12385,3,1,1,2,0
10151,2967,5,3,0,0,0
10151,13188,5,2,0,0,1
10151,17902,2,0,0,3,1
10151,11902,4,2,1,1,1
10151,10249,10,5,4,0,0
10151,14394,10,8,0,0,0
10151,18545,5,1,0,0,2
10151,12484,5,1,2,0,1
10151,2119,5,5,0,0,0
10151,10644,9,5,2,1,1
10151,8174,4,1,0,1,2
10151,9995,2,0,0,3,2
10151,17657,5,0,0,0,0
10151,10640,3,1,0,2,1
10151,12947,4,0,0,1,4
10151,1853,4,0,2,1,0
10151,12872,5,2,0,0,0
10151,7229,5,0,0,0,4
10151,14557,3,0,0,2,1
10151,15400,8,1,1,2,0
10151,18186,5,4,0,0,1
10151,10628,6,3,0,4,2
10151,14448,7,3,0,3,3
10151,16975,3,2,0,2,0
10151,12130,5,0,1,0,0
10151,12121,10,1,2,1,2
10151,12603,3,3,0,2,0
10151,15811,4,2,0,1,2
10151,5861,11,5,0,9,4
10151,14705,0,0,0,5,0
10151,11599,5,2,1,0,0
10151,10273,5,3,0,0,0
10151,11131,5,1,0,0,2
10151,15978,5,5,0,0,0
10151,19030,5,2,1,0,2
10151,12893,3,2,1,2,0
10151,2641,4,3,0,1,1
10151,14085,4,3,0,1,1
10151,14565,5,3,0,0,0
10151,18125,5,1,1,0,0
10151,15831,9,5,0,1,2
10151,17653,9,4,0,0,5
10151,10223,5,2,2,0,0
10151,7632,4,0,1,1,2
10151,10870,8,5,2,2,0
10151,17861,5,2,0,0,2
17930,11558,5,3,0,0,0
17930,9768,5,4,0,0,0
17930,16254,5,3,2,1,0
17930,4440,4,2,0,1,2
17930,17511,5,3,0,0,1
17930,17894,5,2,1,0,1
17930,7624,4,1,0,1,2
17930,18117,5,1,0,0,1
17930,4792,4,4,0,1,0
17930,11215,4,3,0,1,1
12380,13513,5,0,2,0,3
12380,13374,5,2,2,0,1
12380,14213,3,1,1,2,0
12380,12730,5,0,5,0,0
12380,11612,5,2,2,0,0
12380,11650,4,0,1,0,0
12380,12341,3,1,0,2,1
12380,7578,4,4,0,1,0
12380,4792,7,4,1,3,2
12380,13340,5,0,0,0,2
12380,3376,4,2,0,1,0
12380,13335,3,0,0,2,2
12380,12972,5,1,3,0,0
12380,12259,5,2,0,0,0
12380,11162,3,2,0,2,0
12380,13504,5,2,2,0,1
12380,14439,5,0,0,0,0
12380,14229,4,1,0,1,1
12380,13850,3,1,2,2,0
12380,13644,4,2,1,1,1
12380,12653,5,1,3,0,1
12380,12866,5,0,1,0,2
12380,2994,5,3,0,0,2
12380,7664,0,0,0,5,0
12380,12733,9,4,3,7,2
12380,12701,5,1,2,0,2
12380,12440,3,2,0,2,0
12380,890,5,2,0,0,0
12380,12314,5,4,1,0,0
12380,14719,3,1,1,2,1
12380,13603,4,0,2,1,2
12380,10671,3,3,0,2,0
12380,9788,4,2,0,1,0
4990,1412,5,5,0,0,0
4990,8616,0,0,0,5,0
4990,8187,5,1,2,0,0
4990,10980,3,1,1,1,1
4990,4894,10,4,2,1,3
4990,8621,5,2,0,0,2
4990,10889,4,0,2,1,0
4990,8722,8,7,0,2,1
4990,5319,2,2,0,3,0
4990,577,2,0,2,3,0
4990,6329,5,1,0,0,2
4990,4940,5,5,0,0,0
4990,10929,4,2,1,1,1
4990,7624,4,1,0,1,1
4990,8358,3,1,1,2,0
4990,5129,2,0,2,0,0
4990,5305,4,2,0,1,2
4990,9458,4,4,0,1,0
4990,8174,3,2,0,2,1
4990,1559,5,5,0,0,0
787,1418,0,0,0,4,0
787,1856,5,1,0,0,0
787,1421,0,0,0,5,0
787,2628,4,0,0,1,0
787,2457,3,1,2,2,0
787,787,17,4,1,17,2
787,500,37,12,1,37,6
787,1462,0,0,0,9,0
787,1459,3,1,1,7,1
787,2883,0,0,0,5,0
787,778,4,0,1,1,2
787,2643,0,0,0,4,0
787,2913,5,2,2,0,0
787,1513,0,0,0,11,0
5485,4939,5,0,1,0,2
5485,6754,10,8,1,0,1
5485,14589,4,4,0,0,0
5485,18517,4,0,0,0,4
5485,8799,5,2,1,0,1
5485,11039,5,2,0,0,3
5485,6515,5,2,1,0,1
5485,13913,4,1,1,1,2
5485,13761,0,0,0,5,0
5485,19197,0,0,0,4,0
5485,8579,4,0,0,1,4
5485,19122,2,2,0,2,0
5485,2967,3,2,0,2,0
5485,14675,5,0,1,0,2
5485,19181,4,4,0,0,0
5485,9579,5,5,0,0,0
5485,5422,5,3,2,0,0
5485,8411,5,3,0,0,0
5485,15663,5,3,0,0,1
5485,4637,5,5,0,0,0
5485,2733,5,0,1,0,1
5485,6102,26,20,2,16,4
5485,522,3,3,0,2,0
5485,15478,9,3,3,1,1
5485,8894,3,2,0,2,0
5485,16716,9,6,0,1,3
5485,7878,4,2,0,1,2
5485,19101,0,0,0,3,0
5485,673,28,10,7,12,6
5485,2006,4,1,1,1,2
5485,3856,5,5,0,0,0
5485,4131,29,2,12,16,15
5485,3954,4,2,2,1,0
5485,16734,5,5,0,0,0
5485,15444,13,7,0,4,4
5485,2294,3,0,0,2,0
5485,8979,10,8,0,0,1
5485,9613,8,3,3,2,0
5485,8306,5,3,2,0,0
5485,6134,5,0,1,0,2
5485,2236,5,3,0,0,2
5485,4072,7,1,3,4,2
5485,15380,8,1,0,3,5
5485,4083,6,5,0,4,1
5485,19160,3,2,0,1,1
5485,14594,5,3,0,0,0
5485,3042,4,2,0,1,1
5485,11420,6,3,0,0,2
5485,5913,5,2,1,0,0
5485,5508,13,4,0,7,5
5485,10649,4,1,1,1,0
5485,4494,3,1,1,2,1
5485,10943,5,5,0,0,0
5485,17787,0,0,0,6,0
5485,11084,9,6,0,1,1
5485,18698,3,2,0,2,1
5485,15978,5,0,0,0,1
5485,19195,2,0,0,1,0
5485,17847,5,1,0,0,2
5485,10202,3,0,0,7,3
5485,6387,5,5,0,0,0
5485,5385,2,1,0,3,0
