label,budget_pant,budget_westerndress,budget_top,budget_skirt,budget_kurta,budget_jacket,budget_scarf,budget_jewellery
0,0.0031496062994,0.00419947506538,0.00472440944866,0.00332458442704,0.0043744531933,0.00384951881029,0.003324584427,0.00691163604525
1,3.62943722944,3.54458874459,2.87157287157,2.86406926407,2.87936507937,3.10591630592,1.07734487734,6.05518037518
2,3.71226740179,3.66815988973,3.01102687802,3.00379048932,3.03480358374,3.29772570641,1.2577532736,1.91099241902
3,4.31578947368,4.46428571429,3.83740601504,3.89567669173,3.80733082707,4.49530075188,2.26597744361,6.16071428571
4,3.71153846154,3.64807692308,3.02307692308,2.97884615385,3.03269230769,3.30192307692,1.23076923077,9.22903846154
