u_id,s_id,o_id,return_count,return_count nms,return_count similar,nonreturn_count,return_shape,return_budget
559,761,2191,0,0,0,6,0,0
7785,3314,2170,5,0,2,0,3,0
5123,4129,2194,4,0,3,1,1,0
5092,6997,2156,5,3,1,0,0,1
7178,3314,2138,5,4,1,0,0,0
627,6998,2141,3,1,1,2,1,0
7542,6187,2143,5,1,0,0,1,3
7832,6998,2173,5,4,1,0,0,0
7882,3314,2181,3,2,0,2,1,0
7685,6997,2187,4,2,1,1,1,0
7929,6997,2189,5,1,3,0,0,1
7152,3314,2053,3,3,0,2,0,0
7878,5485,2179,4,2,0,1,2,0
4131,5485,2203,1,0,1,4,0,0
7912,3314,2186,5,2,1,0,0,2
7875,6998,2185,2,0,1,3,0,1
7958,6997,2196,5,0,0,0,5,0
7946,6187,2193,5,0,0,0,0,5
7964,3314,2204,3,0,1,2,2,0
661,3314,2212,5,5,0,0,0,0
7579,6997,2146,5,1,0,0,2,2
7872,6998,2178,5,1,0,0,4,0
7987,6187,2208,2,0,0,3,0,2
1631,6998,2190,1,1,0,4,0,0
353,6997,2201,5,3,0,0,1,1
4072,5485,2199,4,0,2,2,1,1
7290,6998,2217,3,1,0,2,1,1
8051,6997,2222,3,0,1,2,2,0
1926,3314,2221,5,2,1,0,1,1
7327,6997,2223,0,0,0,5,0,0
7742,6998,2166,4,4,0,1,0,0
8094,3314,2229,3,1,2,2,0,0
6621,761,2228,4,1,0,1,1,2
6379,5598,2205,5,0,0,0,4,1
1613,5485,1916,4,1,1,1,2,0
6086,408,1943,3,2,0,2,1,0
7992,3314,2234,5,0,3,0,2,0
8103,6998,2235,5,4,0,0,0,1
8152,6997,2238,5,3,1,0,1,0
4566,3314,2236,3,1,0,2,1,1
7641,3314,2150,2,0,2,3,0,0
7228,6997,2198,5,1,0,0,2,2
642,6998,2175,4,1,0,1,3,0
2301,3314,2247,4,4,0,1,0,0
3845,408,2245,5,0,3,0,2,0
7383,6998,2242,5,2,1,0,1,1
1124,6997,2232,3,1,0,3,1,1
8154,6187,2239,4,0,0,1,2,2
8160,6187,2240,5,1,0,0,3,1
8162,3314,2241,5,5,0,0,0,0
7405,6997,2233,5,1,2,0,1,1
7961,6187,2209,5,5,0,0,0,0
8187,4990,2248,5,1,2,0,0,2
1872,6997,2256,5,5,0,0,0,0
8227,5485,2258,5,5,0,0,0,0
7060,3314,2260,5,1,0,0,0,4
8207,3314,2261,5,1,1,0,1,2
8224,6997,2257,0,0,0,5,0,0
7149,6997,2207,5,3,2,0,0,0
6656,3314,2266,4,2,1,1,1,0
8078,5485,2226,2,1,1,3,0,0
7975,6997,2200,5,2,0,0,1,2
7993,6998,2214,5,5,0,0,0,0
8272,3314,2270,5,1,2,0,2,0
8226,3314,2263,3,1,0,2,0,2
1357,6187,2244,3,1,1,2,1,0
407,3314,2271,3,2,0,2,1,0
7294,761,2265,2,2,0,3,0,0
6233,761,2018,5,2,2,0,1,0
6895,3314,2273,4,2,1,1,1,0
3717,3314,2275,3,2,1,2,0,0
6349,6997,2262,3,3,0,2,0,0
7229,408,2281,5,1,0,0,4,0
6102,5485,2278,5,5,0,2,0,0
2310,6997,2280,3,2,0,2,1,0
622,6998,2259,4,1,1,2,2,0
7377,6997,2285,5,0,0,0,3,2
8358,4990,2283,3,1,1,2,0,1
1341,6187,2289,3,3,0,2,0,0
8398,6187,2284,5,2,2,0,1,0
2006,5485,2279,4,1,1,1,2,0
4347,761,2294,5,5,0,0,0,0
2134,3314,2282,5,1,1,0,1,2
2213,3314,2292,4,2,2,1,0,0
8384,5485,2296,5,0,2,0,2,1
8378,3314,2286,5,2,2,0,1,0
7678,6187,2303,5,1,2,0,0,2
7750,3314,2311,4,1,0,1,1,2
3002,6187,2312,5,2,1,2,2,0
1993,6998,2064,5,3,0,0,1,1
7728,6997,2308,5,5,0,0,0,0
5485,6998,2327,5,3,0,0,1,1
4958,6998,2333,3,1,0,2,2,0
8212,408,2255,4,3,0,1,0,1
7276,6997,2218,5,1,3,0,0,1
4494,5485,2314,3,1,1,2,1,0
8539,3314,2321,2,1,0,2,1,0
8548,3314,2324,5,4,0,0,0,1
1951,6187,2313,0,0,0,5,0,0
4131,5485,2317,1,0,1,4,0,0
7277,6998,2297,5,2,3,0,0,0
6452,3314,2307,4,1,2,1,1,0
7451,6187,2363,5,1,2,0,1,1
8152,6997,2329,5,5,0,0,0,0
310,3314,2345,5,2,0,0,3,0
506,760,2351,5,4,0,1,1,0
5508,5485,2352,2,1,0,3,1,0
2468,6997,2353,2,1,0,3,1,0
8591,6187,2361,5,3,1,0,0,1
1383,3314,2365,4,0,1,1,2,1
8626,6997,2360,5,1,1,0,0,3
8628,6998,2359,3,2,0,2,0,1
8616,4990,2357,0,0,0,5,0,0
2699,6998,2354,3,2,0,2,1,0
8094,3314,2362,5,2,0,0,3,0
7178,3314,2355,4,3,1,1,0,0
358,6997,2349,2,1,1,3,0,0
7875,6998,2340,3,0,2,2,1,0
8582,5485,2338,3,3,0,2,0,0
7925,6997,2195,5,3,1,0,1,0
8304,760,2276,5,1,1,0,1,2
7664,6998,2368,2,0,0,3,2,0
7964,3314,2336,5,1,2,0,1,1
4310,6997,2174,4,2,0,1,2,0
8622,6187,2358,5,4,0,0,0,1
8619,6998,2366,2,2,0,3,0,0
3131,3314,2372,4,2,1,1,0,1
3595,3314,2121,3,2,0,2,1,0
6754,5485,2370,5,5,0,0,0,0
8703,6998,2377,2,1,1,3,0,0
548,6187,2332,5,3,2,0,0,0
547,6997,2331,5,1,0,0,3,1
381,6998,2330,2,1,0,3,1,0
8707,6997,2378,2,2,0,3,0,0
5524,760,2230,2,1,0,3,1,0
8079,6998,2227,4,3,1,1,0,0
3481,3314,2253,3,2,1,2,0,0
8741,43,2389,0,0,0,2,0,0
7503,6997,2295,3,1,2,2,0,0
8739,6187,2387,5,1,0,0,4,0
7246,3314,2300,5,4,0,0,1,0
8411,5485,2287,5,3,0,0,0,2
4083,5485,2288,1,1,0,4,0,0
8193,5485,2249,4,4,0,0,0,0
7580,6997,2305,2,1,0,3,1,0
7249,6998,2386,5,1,0,0,0,4
8404,6998,2301,5,1,2,0,0,2
7961,6187,2383,4,2,1,1,0,1
8397,6187,2298,5,2,1,0,1,1
8716,3314,2382,4,2,1,1,1,0
2301,3314,2367,4,3,0,1,1,0
559,761,2406,0,0,0,5,0,0
7041,3314,2252,5,1,1,0,1,2
661,3314,2376,4,3,0,1,0,1
8691,6997,2380,5,2,2,0,1,0
2215,6997,2375,3,3,0,2,0,0
8621,4990,2374,5,2,0,0,2,1
8575,5485,2334,2,1,1,3,0,0
8595,6187,2381,3,1,0,2,2,0
2536,6187,2322,5,1,1,0,1,2
4939,3314,2128,5,3,1,0,1,0
5246,3314,2316,4,2,2,1,0,0
7872,6998,2396,5,1,1,0,3,0
8484,6997,2304,2,1,1,3,0,0
8799,5485,2407,5,2,1,0,1,1
4637,760,2412,6,1,0,0,5,0
4340,3314,2397,4,1,2,1,0,1
4934,4129,2399,4,2,2,2,0,0
8775,6998,2402,3,2,0,2,1,0
8765,6998,2398,5,1,3,0,1,0
8448,6187,2299,5,5,0,0,0,0
8773,6187,2400,5,0,2,0,0,3
673,5485,2216,2,0,1,3,0,1
4497,4129,2413,3,1,0,3,1,1
7986,3314,2335,5,2,1,0,2,0
8849,6998,2415,5,1,2,0,2,0
8850,6998,2416,5,5,0,0,0,0
2310,6997,2417,1,0,0,4,0,1
8858,3314,2418,4,1,0,1,1,2
328,6997,2419,4,4,0,1,0,0
8306,5485,2277,5,3,2,0,0,0
8808,5485,2408,3,0,1,2,1,1
7927,761,2369,5,1,0,0,4,0
8837,761,2414,4,2,0,1,2,0
8722,4990,2390,3,2,0,2,1,0
3131,3314,2429,2,0,2,3,0,0
7912,3314,2388,4,1,3,1,0,0
7332,3314,2431,5,2,1,0,2,0
7294,761,2425,4,4,0,2,0,0
553,6997,2422,5,5,0,1,0,0
1691,6998,2423,5,2,2,0,1,0
382,6998,2428,4,1,1,1,2,0
1645,6187,2436,4,1,2,1,0,1
3227,6187,2424,3,1,0,2,2,0
8873,6997,2426,5,1,2,0,2,0
8876,6997,2427,5,1,1,0,0,3
8900,8866,2440,4,1,1,1,1,1
8912,8985,2442,5,5,0,0,0,0
2213,6998,2430,4,1,0,1,1,2
7664,6998,2438,5,5,0,0,0,0
7451,6187,2447,4,2,0,1,1,1
8579,5485,2337,4,0,0,1,4,0
8726,6997,2391,0,0,0,5,0,0
8420,6187,2393,4,3,0,1,1,0
1062,761,2437,6,1,0,2,4,1
8917,6187,2445,5,0,2,0,0,3
8927,6998,2449,2,1,1,3,0,0
8918,6997,2446,5,1,0,0,2,2
8915,6997,2448,2,1,0,3,1,0
7641,3314,2443,0,0,0,5,0,0
6895,3314,2403,5,2,0,0,1,2
8883,8985,2441,5,2,1,0,0,2
1516,6998,2346,4,4,0,1,0,0
2577,6997,2348,4,3,0,1,1,0
5591,6998,2439,5,1,0,0,4,0
577,6997,2456,1,1,0,4,0,0
8094,3314,2444,4,1,3,1,0,0
8506,3314,2320,5,5,0,0,0,0
8942,8864,2453,3,1,0,2,2,0
8061,6997,2471,2,2,0,3,0,0
7962,6998,2465,5,2,0,0,0,3
9055,8866,2475,4,2,0,1,2,0
9061,6997,2476,5,1,0,0,4,0
7145,8985,2477,3,1,2,2,0,0
9010,8866,2482,3,0,0,2,3,0
7513,3314,2464,5,2,1,0,1,1
2468,6997,2488,3,2,0,2,1,0
2301,3314,2489,5,3,1,0,1,0
8775,6998,2473,4,3,0,1,1,0
1357,6997,2460,5,1,1,0,2,1
8947,8985,2452,5,1,3,0,0,1
9016,8866,2463,3,1,0,2,1,1
9041,8864,2470,5,0,3,0,1,1
1151,3314,2480,2,0,2,3,0,0
8703,6998,2498,3,1,1,2,0,1
740,761,2499,2,1,0,3,1,0
3450,3314,2483,5,1,2,0,2,0
9196,6998,2509,3,3,0,2,0,0
1828,8866,2479,5,0,0,0,5,0
5524,760,2522,2,2,0,4,0,0
7986,3314,2527,4,1,0,1,3,0
8722,4990,2531,5,5,0,0,0,0
5305,8866,2523,5,3,0,0,2,0
7632,3314,2250,2,2,0,3,0,0
5781,3314,2267,2,0,0,3,2,0
7113,6998,2530,5,2,1,0,2,0
9193,5485,2508,5,3,0,0,2,0
2230,408,2529,1,0,0,4,1,0
577,8864,2520,3,0,1,2,2,0
8979,5485,2455,5,3,0,0,1,1
1204,3314,2502,2,2,0,3,0,0
2331,6998,2504,3,3,0,2,0,0
9276,8985,2539,3,3,0,2,0,0
4055,8866,2503,0,0,0,5,0,0
8894,8864,2511,5,2,0,0,3,0
509,3314,2514,4,2,1,1,0,1
1062,761,2562,4,3,0,3,1,0
9317,8985,2551,5,0,2,0,3,0
7668,5485,2487,4,2,0,1,1,1
9297,6998,2545,4,0,0,1,2,2
1915,4129,2318,2,0,2,3,0,0
1676,5485,2371,2,0,0,3,2,0
3595,3314,2461,4,2,1,1,0,1
2213,3314,2547,4,1,1,1,2,0
7664,6998,2567,4,1,2,1,1,0
8212,408,2474,2,2,0,3,0,0
8226,3314,2404,4,1,0,1,0,3
7178,3314,2519,5,1,0,0,2,2
8309,6998,2554,4,2,0,1,2,0
3852,6998,2561,5,0,0,0,0,5
1227,43,2579,0,0,0,4,0,0
8094,3314,2550,3,3,0,2,0,0
8397,6998,2568,3,2,0,2,1,0
9037,3314,2492,4,2,1,1,1,0
7249,6998,2496,4,2,2,1,0,0
9217,8985,2518,4,1,3,1,0,0
9262,5485,2537,3,2,1,2,0,0
9305,3314,2546,4,1,0,1,2,1
1646,761,2566,3,1,1,2,0,1
9394,6998,2569,3,1,1,2,1,0
9393,3314,2570,4,3,0,1,1,0
5508,5485,2525,4,2,0,1,2,0
9055,3314,2573,2,1,1,3,0,0
1123,5485,2607,4,0,0,1,3,1
8595,8985,2515,3,1,1,2,0,1
9422,6998,2577,5,4,0,0,1,0
4958,8985,2589,3,2,0,2,1,0
1357,3314,2597,4,0,1,1,2,1
9527,6998,2602,2,0,1,3,1,0
2301,3314,2616,2,1,0,3,0,1
9294,8985,2544,3,1,0,2,2,0
9613,5485,2622,4,2,1,1,0,1
9212,6998,2613,4,1,1,1,2,0
1828,3314,2618,5,2,1,1,2,0
7728,6998,2612,3,2,0,2,1,0
8420,760,2621,3,0,0,2,2,1
7668,5485,2630,5,0,0,0,5,0
9660,3314,2629,3,2,0,2,1,0
6102,5485,2385,2,1,0,3,1,0
5246,3314,2644,3,2,0,2,0,1
2598,4129,2647,3,2,1,2,0,0
9458,4990,2587,4,4,0,1,0,0
9705,3314,2633,2,2,0,3,0,0
9174,6998,2637,4,2,1,1,0,1
9725,3314,2641,5,4,0,0,0,1
9346,5485,2556,4,4,0,1,0,0
3338,760,2583,2,2,0,3,0,0
9753,5485,2650,3,0,3,2,0,0
7986,3314,2661,2,0,0,3,2,0
8979,5485,2659,5,5,0,0,0,0
9613,5485,2656,4,1,2,1,0,1
9768,6998,2648,4,0,4,1,0,0
1599,3314,2671,3,1,1,2,1,0
1341,3314,2657,4,2,0,1,1,1
9329,6998,2558,5,3,0,0,0,2
6086,408,2451,4,0,0,1,3,1
8915,3314,2535,3,0,2,2,0,1
9281,6998,2639,5,0,5,0,0,0
740,761,2591,2,2,0,4,0,0
9788,6998,2653,5,2,0,0,3,0
9480,3314,2586,5,0,0,0,5,0
8883,3314,2608,4,3,1,1,0,0
6033,6998,2662,4,0,0,1,4,0
7290,6998,2685,4,2,1,1,1,0
9317,6998,2676,5,0,0,0,0,5
708,3314,2682,5,3,0,0,0,2
5508,5485,2686,3,0,0,2,2,1
9491,5485,2592,3,3,0,2,0,0
9196,6998,2599,3,2,1,2,0,0
7585,3314,2401,4,0,1,1,0,3
3450,3314,2696,4,1,1,1,2,0
9851,3314,2666,5,0,2,0,1,2
7294,761,2584,0,0,0,5,0,0
2269,8864,2695,3,0,2,2,1,0
9848,8864,2693,4,1,1,1,2,0
577,6998,2674,3,2,0,2,1,0
9782,3314,2652,5,3,1,0,1,0
1236,3314,2703,3,3,0,2,0,0
9855,3314,2677,4,1,0,1,3,0
8309,6998,2691,2,0,0,3,0,2
673,5485,2542,4,2,1,3,1,0
10018,6998,2710,4,0,0,1,1,3
9996,6998,2706,4,2,0,1,1,1
6452,3314,2692,4,3,0,1,1,0
9010,3314,2683,4,0,3,1,0,1
1204,3314,2711,3,3,0,2,0,0
9805,3314,2660,5,4,1,0,0,0
9946,6998,2687,5,0,1,0,3,1
9948,6998,2688,5,5,0,0,0,0
10000,3314,2705,4,2,1,1,0,1
4055,3314,2665,0,0,0,5,0,0
10066,3314,2718,2,0,0,3,2,0
9193,5485,2714,5,1,2,0,2,0
9174,6998,2745,4,3,0,1,1,0
10005,4129,2707,4,2,0,2,1,1
10113,3314,2735,3,1,1,2,1,0
10114,3314,2736,5,1,0,0,0,4
10072,8864,2729,5,5,0,0,0,0
1654,8864,2737,5,2,0,0,2,1
8254,5485,2684,4,4,0,1,0,0
10094,5485,2725,5,3,0,0,1,1
9725,3314,2748,5,5,0,0,0,0
9393,3314,2750,5,4,0,0,1,0
559,6998,2765,3,2,0,3,0,1
9281,6998,2759,5,1,0,0,4,0
9466,8864,2605,5,5,0,0,0,0
9619,408,2624,3,3,0,2,0,0
9798,6998,2655,3,3,0,2,0,0
9579,5485,2751,5,5,0,0,0,0
10191,760,2761,4,1,1,1,2,0
10202,5485,2764,0,0,0,5,0,0
9732,6997,2673,5,5,0,0,0,0
10105,6997,2732,5,0,0,0,4,1
10265,5598,2776,5,2,1,0,1,1
9635,6998,2627,5,1,2,0,1,1
10221,6997,2780,5,2,1,0,2,0
10401,6997,2795,5,2,0,0,2,1
10370,6997,2793,3,1,1,2,0,1
10385,6998,2792,5,3,1,0,1,0
10013,10151,2769,5,2,1,0,1,1
10462,761,2821,1,0,0,2,1,0
10364,408,2789,5,1,0,0,4,0
4764,6997,2777,2,1,0,3,1,0
959,6997,2701,1,1,0,4,0,0
9995,6998,2704,2,0,0,3,2,0
10333,5485,2802,5,2,1,0,0,2
10296,10152,2783,5,3,1,0,0,1
10076,10151,2721,5,4,1,0,0,0
10107,6998,2739,5,2,0,0,0,3
2598,4129,2788,1,0,0,4,1,0
10144,10151,2747,2,0,0,3,2,0
8894,5485,2762,3,2,0,2,0,1
9349,6997,2702,5,1,3,0,0,1
9997,6998,2716,5,4,0,0,1,0
10420,10152,2810,5,0,0,0,0,5
9643,10151,2811,3,1,2,2,0,0
5524,5485,2634,3,1,0,2,2,0
7419,5485,2843,4,4,0,1,0,0
3227,6997,2538,5,1,2,0,1,1
7641,6998,2571,5,5,0,0,0,0
6608,10152,2719,4,0,0,1,2,2
10271,10152,2778,5,2,3,0,0,0
1866,6997,2824,3,2,0,2,1,0
2236,5485,2840,5,3,0,0,2,0
10627,761,2845,5,5,0,0,0,0
8703,6998,2619,2,0,1,3,0,1
8174,4990,2858,3,2,0,2,1,0
7624,4990,2864,4,1,0,1,1,2
4792,6997,2851,4,1,0,1,3,0
10640,4129,2849,4,2,0,2,1,1
10306,6997,2796,0,0,0,5,0,0
10514,408,2831,5,1,1,0,1,2
10628,10151,2846,3,1,0,2,2,0
7632,6997,2632,2,1,0,3,1,0
577,4990,2844,2,0,2,3,0,0
3717,6997,2839,4,1,0,1,2,1
10236,10151,2771,3,3,0,2,0,0
10649,5485,2854,4,1,1,1,0,2
10659,10152,2859,4,2,2,1,0,0
1559,4990,2860,5,5,0,0,0,0
10634,10152,2861,2,1,1,1,0,0
5218,10151,2865,4,1,0,1,3,0
9788,5485,2850,3,2,0,2,0,1
6197,5485,2875,5,0,0,0,5,0
10644,10151,2856,4,0,2,1,1,1
5040,6997,2863,3,1,2,2,0,0
1361,6997,2866,3,2,0,2,1,0
8078,5485,2892,2,1,1,3,0,0
4082,6997,2876,2,1,1,3,0,0
10656,10152,2862,4,1,2,1,1,0
10719,6997,2870,5,0,0,0,3,2
2468,5485,2873,2,0,1,3,1,0
7271,5485,2877,2,1,1,3,0,0
10746,10151,2884,5,0,2,0,2,1
6086,5485,2889,5,0,0,0,4,1
7728,10152,2881,1,0,0,4,1,0
2641,10151,2883,4,3,0,1,1,0
8310,761,2871,2,0,1,3,1,0
868,5485,2878,5,3,0,0,2,0
5212,5485,2890,3,2,0,2,1,0
4939,5485,2888,5,0,1,0,2,2
3376,5485,2893,4,2,0,1,1,1
9640,10151,2626,4,1,1,1,2,0
7590,10152,2672,5,2,1,0,0,2
10075,5485,2720,4,0,2,1,0,2
10249,10151,2773,5,0,4,0,0,1
673,5485,2853,4,1,1,1,2,0
10929,4990,2913,4,2,1,1,1,0
10889,4990,2910,4,0,2,1,0,2
2196,760,2880,4,2,1,2,1,0
10652,6997,2857,3,1,0,2,2,0
10223,10151,2768,5,2,2,0,0,1
2119,10151,2885,5,5,0,0,0,0
10877,10151,2905,4,2,1,1,0,1
10670,10152,2895,4,2,0,1,1,1
10878,10152,2904,4,1,1,1,1,1
10690,6997,2867,5,1,2,0,0,2
10792,6997,2882,5,1,0,0,3,1
4218,6997,2886,4,1,1,1,0,2
9055,6997,2758,0,0,0,5,0,0
509,6997,2763,4,1,0,1,2,1
5485,10151,2947,3,2,0,2,1,0
10764,10151,2872,5,1,1,0,2,1
10870,10151,2907,4,1,2,1,0,1
10906,10152,2906,4,0,4,1,0,0
10605,10152,2896,4,2,1,1,0,1
10323,10152,2785,5,4,0,0,1,0
10334,5485,2787,4,0,0,1,4,0
10144,5485,2898,3,0,0,2,3,0
3486,5485,2900,3,1,0,2,2,0
6102,5485,2772,3,1,1,2,1,0
9805,5485,2903,5,5,0,0,0,0
10202,5485,2908,3,0,0,2,3,0
10943,5485,2919,5,5,0,0,0,0
10809,10152,2914,4,4,0,1,0,0
10273,10151,2779,5,3,0,0,0,2
8094,10151,2911,4,4,0,0,0,0
10930,10151,2915,5,0,3,0,2,0
5426,6997,2902,5,2,0,0,1,2
2134,6997,2916,4,0,1,1,2,1
10722,761,2918,5,5,0,0,0,0
4497,4129,2524,3,1,1,2,0,1
1646,761,2668,3,1,0,2,1,1
7664,6997,2645,3,1,2,2,0,0
7875,6997,2920,5,0,0,0,5,0
1602,6997,2924,0,0,0,5,0,0
9705,6997,2926,4,1,1,1,2,0
10832,8866,2912,4,4,0,1,0,0
9806,8866,2658,5,2,2,0,0,1
10980,4990,2925,3,1,1,1,1,0
3856,5485,2709,5,5,0,0,0,0
745,5485,2929,2,2,0,3,0,0
9648,10151,2649,5,5,0,0,0,0
9838,10152,2663,5,5,0,0,0,0
10055,10151,2717,5,0,1,0,4,0
10907,10152,2917,3,2,1,2,0,0
4629,10152,2921,4,1,0,1,2,1
1412,4990,2933,5,5,0,0,0,0
11065,10151,2934,4,4,0,0,0,0
3131,5485,2781,3,1,2,1,0,0
10051,5485,2715,5,2,1,0,0,2
539,760,2951,3,3,0,2,0,0
9746,6997,2643,4,1,0,1,1,2
11025,6997,2930,2,0,0,3,0,2
11073,6997,2937,4,3,0,1,1,0
10242,8866,2838,3,1,0,2,0,2
10896,8866,2927,4,1,1,1,1,1
11039,5485,2932,5,2,0,0,3,0
11084,5485,2939,5,5,0,0,0,0
4541,10151,2938,3,1,0,2,2,0
9291,10152,2935,4,4,0,0,0,0
10780,10151,2976,3,0,0,1,3,0
5554,10152,2679,5,0,0,0,5,0
11108,6997,2940,5,1,1,0,2,1
4637,5485,2923,5,5,0,0,0,0
11131,5485,2942,2,1,0,3,1,0
10795,5485,2945,4,1,0,0,1,2
11162,8866,2946,5,3,0,0,1,1
11225,8866,2948,5,5,0,0,0,0
11239,6997,2949,5,2,2,0,0,1
11241,6997,2950,5,1,0,0,3,1
11259,10151,2952,3,1,2,2,0,0
11279,10152,2953,4,2,1,1,1,0
11318,761,2954,5,2,1,0,0,2
10909,10152,2956,4,0,1,1,3,0
11348,10151,2960,0,0,0,5,0,0
11374,6997,2963,5,2,0,0,0,3
11520,6997,2970,4,0,0,1,3,1
11326,8866,2962,5,1,0,0,2,2
11486,8866,2969,5,2,1,0,1,1
10815,10152,2973,4,0,0,1,4,0
11186,10152,2961,5,0,2,0,1,2
5861,10151,2971,2,0,0,3,2,0
11438,10151,2967,5,1,2,0,2,0
11483,6998,2972,3,1,1,2,1,0
11572,6998,2974,4,0,0,1,4,0
10072,761,3002,3,2,0,2,0,1
10762,5485,2894,4,0,4,1,0,0
11599,10151,2975,5,2,1,0,0,2
11713,10151,2984,4,2,0,1,1,1
11573,6998,2977,4,2,1,1,1,0
11741,6998,2988,4,1,0,1,1,2
11762,6997,2990,5,5,0,0,0,0
11659,6997,2979,4,4,0,1,0,0
11779,10152,2991,4,2,0,1,2,0
11379,10152,2992,3,1,0,2,2,0
11723,6997,2987,1,1,0,4,0,0
5524,5485,2981,3,2,1,2,0,0
11849,10151,2993,5,5,0,0,0,0
11901,6998,3001,5,5,0,0,0,0
11890,6998,2998,0,0,0,5,0,0
11867,6998,2995,3,1,0,2,2,0
11902,10151,3000,4,2,1,1,1,0
11736,10151,2997,3,3,0,1,0,0
11721,8866,2986,5,3,0,0,0,2
11694,8866,2982,0,0,0,5,0,0
772,6997,2957,3,1,0,2,2,0
8212,6997,2733,3,1,0,2,1,1
1915,6997,2723,2,1,0,3,0,1
11910,10152,3004,5,5,0,0,0,0
11909,10152,3006,5,2,1,0,0,2
12076,6998,3016,3,3,0,2,0,0
11938,10151,3005,5,0,0,0,0,5
12002,10152,3014,5,2,2,0,1,0
11643,10151,3015,4,1,0,1,0,3
11965,6998,3011,5,4,0,0,1,0
11956,6997,3007,3,1,0,1,0,2
11957,8866,3008,5,1,1,0,2,1
11650,10152,3012,5,1,0,0,4,0
12078,8866,3017,3,2,1,2,0,0
12109,10151,3018,3,3,0,2,0,0
10640,10151,3019,3,1,0,2,1,1
12121,10151,3020,5,1,0,0,1,3
11160,10152,3021,5,1,2,0,0,2
12140,10152,3022,5,2,2,0,1,0
9432,8866,3023,0,0,0,5,0,0
580,8866,3028,0,0,0,5,0,0
12286,10151,3030,4,0,1,0,3,0
12130,10151,3037,5,0,1,0,0,4
11735,6998,3036,5,2,1,0,2,0
12308,6998,3038,5,2,1,0,2,0
8174,10151,2983,4,1,0,1,2,1
7641,6998,3039,5,1,4,0,0,0
6202,10151,2985,4,1,2,1,1,0
12304,6998,3040,5,1,0,0,3,1
12333,8866,3041,4,1,1,1,1,1
12341,8866,3042,1,0,0,3,1,0
12263,10152,3031,4,2,0,1,2,0
6086,5485,3026,5,2,2,0,1,0
1204,8866,3046,0,0,0,5,0,0
12353,10151,3047,3,2,1,2,0,0
11222,6998,3048,4,4,0,0,0,0
11970,10151,3044,5,2,2,0,0,1
10105,8866,3045,5,5,0,0,0,0
577,8866,3049,5,2,1,0,2,0
12385,10151,3050,3,1,1,2,0,1
10827,6998,2891,3,1,1,2,1,0
11415,6998,2964,5,4,1,0,0,0
11217,10152,3003,4,3,1,1,0,0
12404,10152,3053,5,4,0,0,1,0
1227,43,3072,0,0,0,3,0,0
12280,3314,3051,5,0,1,0,2,2
12045,8866,3025,5,0,0,0,5,0
12405,6998,3054,5,2,0,0,1,2
10249,10151,3055,5,5,0,0,0,0
12435,8866,3056,5,0,1,0,4,0
11572,6998,3057,3,0,0,2,3,0
12484,10151,3059,5,1,2,0,1,1
12489,3314,3060,5,2,2,0,0,1
11420,5485,3067,6,3,0,0,2,1
5218,12382,3052,3,2,0,2,1,0
4792,12380,3077,3,2,0,2,1,0
5485,12379,3076,4,4,0,1,0,0
7624,12381,3075,3,1,1,2,1,0
10191,760,3071,6,3,0,0,3,0
5412,6998,3100,3,3,0,2,0,0
12469,3314,3065,5,4,1,0,0,0
4055,3314,3024,0,0,0,5,0,0
12490,10151,3061,4,2,2,1,0,0
3376,10151,3063,4,3,0,1,1,0
10334,5485,3069,3,1,2,2,0,0
9365,8866,3087,4,2,2,1,0,0
12177,8866,3092,4,0,1,1,3,0
7578,12380,3070,4,4,0,1,0,0
12314,12380,3088,5,4,1,0,0,0
12584,12381,3090,4,2,1,1,1,0
12603,12381,3096,5,5,0,0,0,0
7728,12379,3074,2,1,0,3,1,0
10656,12379,3079,4,1,2,1,1,0
10929,3314,3081,4,2,0,1,2,0
11518,3314,3094,0,0,0,5,0,0
10877,10151,3080,4,4,0,1,0,0
8703,10151,2978,4,1,2,1,1,0
10746,10151,3082,4,1,1,1,2,0
12274,8866,3029,3,1,0,2,2,0
10896,8866,3091,3,3,0,2,0,0
3450,3314,2899,4,0,1,1,3,0
12628,3314,3099,2,2,0,3,0,0
12755,5485,3115,0,0,0,4,0,0
4958,761,3116,0,0,0,3,0,0
10628,10151,2980,3,2,0,2,0,1
8310,761,2989,0,0,0,5,0,0
6102,5485,3010,2,1,1,3,0,0
4131,5485,3013,4,0,2,1,2,0
10144,5485,3073,0,0,0,5,0,0
10644,10151,3078,5,5,0,0,0,0
10878,3314,3083,4,1,1,1,2,0
10906,12381,3084,4,2,1,1,1,0
5426,3314,3095,5,3,0,0,0,2
10909,8866,3101,4,3,0,1,0,1
11573,8866,3103,5,2,2,0,0,1
12653,12380,3105,5,1,3,0,1,0
11612,12380,3098,5,2,2,0,0,1
12701,12380,3106,5,1,2,0,2,0
10930,10151,3085,4,1,1,1,1,1
10870,10151,3086,4,4,0,1,0,0
12727,3314,3109,3,2,1,2,0,0
12733,12380,3111,3,1,2,2,0,0
12740,3314,3112,4,1,0,1,0,3
12747,8866,3113,3,1,1,2,1,0
12758,12381,3114,4,4,0,1,0,0
12760,12379,3119,3,1,1,2,0,1
12836,12379,3123,5,0,0,0,4,1
1676,5485,2670,3,2,0,2,1,0
8595,10151,2757,2,1,0,3,0,1
1599,8866,2804,4,2,1,1,1,0
9217,3314,2814,4,1,2,2,0,1
8915,3314,2816,3,1,1,2,1,0
