uid,label,budget_pant,budget_westerndress,budget_top,budget_skirt,budget_kurta,budget_jacket,budget_scarf,budget_jewellery
14433,1,4,4,3,3,3,3,3,1
4237,2,3,3,3,2,3,2,2,1
11239,1,4,4,3,3,3,3,3,1
17924,0,0,0,0,0,0,0,0,0
16075,0,0,0,0,0,0,0,0,0
3279,1,3,2,2,2,2,2,2,1
17789,0,0,0,0,0,0,0,0,0
16224,4,4,4,3,3,3,3,3,1
5591,1,4,4,3,3,3,3,3,1
13103,0,0,0,0,0,0,0,0,0
2038,2,4,3,3,3,2,2,2,1
15118,2,4,4,3,3,3,4,4,1
19856,2,4,4,3,3,3,3,3,1
4763,3,3,4,3,3,3,5,5,2
14006,3,4,5,3,3,4,4,4,1
7882,3,5,5,3,3,3,5,5,4
1954,0,0,0,0,0,0,0,0,0
3404,0,0,0,0,0,0,0,0,0
5357,0,0,0,0,0,0,0,0,0
18088,0,0,0,0,0,0,0,0,0
15579,3,5,5,4,3,3,5,5,2
2068,2,4,4,3,2,2,4,4,1
732,2,4,3,2,2,3,3,3,1
16496,2,4,4,4,3,3,5,5,1
2985,0,0,0,0,0,0,0,0,0
4422,0,0,0,0,0,0,0,0,0
12695,0,0,0,0,0,0,0,0,0
1164,2,3,3,2,4,2,2,2,1
5517,0,0,0,0,0,0,0,0,0
16135,0,0,0,0,0,0,0,0,0
19063,0,0,0,0,0,0,0,0,0
17276,0,0,0,0,0,0,0,0,0
6172,0,0,0,0,0,0,0,0,0
3947,1,3,2,2,2,2,2,2,1
2392,3,5,4,4,4,4,4,4,4
1299,0,0,0,0,0,0,0,0,0
11553,0,0,0,0,0,0,0,0,0
10409,1,4,4,3,3,3,4,4,1
14271,1,4,4,3,3,3,3,3,1
1371,2,3,3,3,2,4,4,4,1
12345,0,0,0,0,0,0,0,0,0
1783,0,0,0,0,0,0,0,0,0
10797,0,0,0,0,0,0,0,0,0
2025,2,3,3,2,3,4,2,2,2
102,2,3,4,2,2,2,0,0,2
5129,3,5,4,5,5,5,5,5,5
15856,3,5,5,5,5,5,5,5,5
7716,0,0,0,0,0,0,0,0,0
11326,2,4,2,3,3,3,2,2,1
2499,2,4,4,3,3,2,3,3,1
4928,0,0,0,0,0,0,0,0,0
18649,2,4,4,3,3,3,4,4,1
6240,0,0,0,0,0,0,0,0,0
684,2,3,2,3,2,3,3,3,1
2085,2,3,2,3,0,3,2,2,1
15222,0,0,0,0,0,0,0,0,0
18222,0,0,0,0,0,0,0,0,0
3762,0,0,0,0,0,0,0,0,0
6496,2,3,3,3,3,3,3,3,1
15477,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0
8632,0,0,0,0,0,0,0,0,0
2067,2,3,3,2,2,2,2,2,1
3586,2,3,2,2,2,2,2,2,1
19151,1,4,4,3,3,3,3,3,1
1682,1,5,4,3,3,3,3,3,2
237,1,3,4,3,2,3,3,3,1
17449,0,0,0,0,0,0,0,0,0
17802,0,0,0,0,0,0,0,0,0
11461,2,4,4,3,3,3,3,3,1
10017,0,0,0,0,0,0,0,0,0
18796,0,0,0,0,0,0,0,0,0
19051,3,4,4,4,4,4,4,4,2
12892,3,4,5,4,3,4,4,4,1
17815,0,0,0,0,0,0,0,0,0
4644,1,3,3,3,3,3,3,3,1
3321,3,4,5,4,4,4,5,5,4
7370,3,4,4,4,3,3,5,5,1
2442,1,3,3,2,2,2,2,2,1
15971,0,0,0,0,0,0,0,0,0
16342,1,4,4,3,3,3,4,4,1
4638,0,0,0,0,0,0,0,0,0
17985,0,0,0,0,0,0,0,0,0
16766,1,4,4,3,3,3,3,3,1
18210,0,0,0,0,0,0,0,0,0
10047,0,0,0,0,0,0,0,0,0
4503,0,0,0,0,0,0,0,0,0
11387,1,4,4,3,3,3,3,3,1
2828,0,0,0,0,0,0,0,0,0
15950,3,5,4,3,3,4,4,4,1
5982,2,4,4,3,3,3,4,4,1
11563,0,0,0,0,0,0,0,0,0
18516,1,4,4,3,3,3,4,4,1
14714,2,4,4,3,3,3,3,3,1
3641,2,5,5,4,4,4,5,5,1
8094,1,3,3,3,3,3,3,3,1
4203,1,3,3,3,3,3,3,3,1
2864,0,0,0,0,0,0,0,0,0
17329,0,0,0,0,0,0,0,0,0
14602,0,0,0,0,0,0,0,0,0
584,4,3,3,3,3,3,3,3,3
5934,0,0,0,0,0,0,0,0,0
18827,0,0,0,0,0,0,0,0,0
17178,0,0,0,0,0,0,0,0,0
11353,1,4,4,3,3,4,3,3,1
18818,1,4,4,3,3,3,4,4,1
12140,2,4,4,3,3,3,4,4,1
17326,2,4,4,3,3,3,3,3,1
17509,1,4,4,3,3,3,3,3,1
13206,1,4,4,3,3,3,3,3,1
298,2,3,2,2,2,2,2,2,1
3581,1,3,2,2,2,2,2,2,1
17290,2,4,4,3,3,3,3,3,1
2451,2,3,2,2,2,2,2,2,2
15014,1,4,4,3,3,3,3,3,1
5616,1,4,4,3,3,3,3,3,1
13560,1,5,4,3,3,3,3,3,1
4979,0,0,0,0,0,0,0,0,0
18439,0,0,0,0,0,0,0,0,0
11402,0,0,0,0,0,0,0,0,0
14916,0,0,0,0,0,0,0,0,0
9792,0,0,0,0,0,0,0,0,0
18052,2,4,4,3,3,3,4,4,1
16335,2,4,4,3,3,3,3,3,1
1656,0,0,0,0,0,0,0,0,0
3085,4,3,2,2,2,2,2,2,1
13568,0,0,0,0,0,0,0,0,0
1390,0,0,0,0,0,0,0,0,0
3136,3,4,4,3,4,4,5,5,3
9259,1,4,4,3,3,4,3,3,1
3478,2,3,3,2,3,2,3,3,1
11581,0,0,0,0,0,0,0,0,0
17776,2,4,4,3,3,3,4,4,1
6478,1,3,3,3,3,3,3,3,1
3573,0,0,0,0,0,0,0,0,0
3189,2,3,3,2,2,2,3,3,1
14099,0,0,0,0,0,0,0,0,0
1975,3,3,5,4,4,4,5,5,2
15264,0,0,0,0,0,0,0,0,0
19505,2,4,4,3,3,3,3,3,1
14005,0,0,0,0,0,0,0,0,0
13091,0,0,0,0,0,0,0,0,0
3548,0,0,0,0,0,0,0,0,0
2802,2,3,2,2,2,3,2,2,1
6223,2,3,4,3,3,3,3,3,1
16270,1,4,4,3,4,3,4,4,1
9523,0,0,0,0,0,0,0,0,0
5146,4,4,5,3,3,3,3,3,1
12937,0,0,0,0,0,0,0,0,0
2865,3,5,5,4,4,4,5,5,2
10520,2,4,4,3,4,3,5,5,1
11364,2,5,5,3,3,4,5,5,4
5518,0,0,0,0,0,0,0,0,0
4531,0,0,0,0,0,0,0,0,0
19137,2,4,4,3,3,3,3,3,1
17882,0,0,0,0,0,0,0,0,0
1333,0,0,0,0,0,0,0,0,0
8455,3,4,5,4,4,4,4,4,2
7900,2,3,3,3,3,3,3,3,1
15340,0,0,0,0,0,0,0,0,0
16801,1,4,4,3,3,3,4,4,1
5039,0,0,0,0,0,0,0,0,0
14959,0,0,0,0,0,0,0,0,0
5242,2,3,3,3,3,3,3,3,1
13692,2,4,5,3,3,3,3,3,1
13374,3,4,4,4,3,4,4,4,1
15333,1,4,4,3,3,3,3,3,2
3323,3,5,5,4,4,4,5,5,3
4317,1,3,3,3,3,3,3,3,1
6141,0,0,0,0,0,0,0,0,0
5097,3,4,4,3,4,4,4,4,3
11604,0,0,0,0,0,0,0,0,0
1731,2,3,2,2,2,2,2,2,1
17607,0,0,0,0,0,0,0,0,0
2123,0,0,0,0,0,0,0,0,0
9537,2,4,4,3,3,3,3,3,1
1709,1,4,4,4,3,3,4,4,1
1479,1,3,2,2,2,2,2,2,1
19649,0,0,0,0,0,0,0,0,0
19259,0,0,0,0,0,0,0,0,0
10717,0,0,0,0,0,0,0,0,0
8478,1,3,3,3,3,3,3,3,1
15302,0,0,0,0,0,0,0,0,0
9652,1,4,4,3,3,3,3,3,1
3212,1,3,3,2,2,3,2,2,1
12165,1,4,4,3,3,3,3,3,1
17227,2,4,4,3,3,3,3,3,1
6998,1,4,4,3,3,3,3,3,1
1384,2,0,2,2,2,2,2,2,1
6614,1,3,3,3,3,3,3,3,1
7585,1,3,3,3,3,3,3,3,1
10113,3,4,5,5,4,3,4,4,1
2128,1,3,2,2,2,2,2,2,1
13395,0,0,0,0,0,0,0,0,0
10931,0,0,0,0,0,0,0,0,0
19033,0,0,0,0,0,0,0,0,0
9029,1,4,4,3,3,3,3,3,1
8178,1,3,4,3,3,4,3,3,3
19626,0,0,0,0,0,0,0,0,0
17034,0,0,0,0,0,0,0,0,0
13547,1,4,4,3,3,3,3,3,1
13164,0,0,0,0,0,0,0,0,0
16068,0,0,0,0,0,0,0,0,0
9033,3,4,4,3,3,3,5,5,2
12129,0,0,0,0,0,0,0,0,0
3680,2,3,3,3,2,3,2,2,1
2419,1,3,2,2,2,2,2,2,1
6459,2,3,2,2,2,2,2,2,1
11647,0,0,0,0,0,0,0,0,0
18758,0,0,0,0,0,0,0,0,0
9132,0,0,0,0,0,0,0,0,0
4672,0,0,2,0,0,0,2,2,0
1301,1,3,4,3,3,2,4,4,1
9337,1,4,4,3,3,3,3,3,1
17437,0,0,0,0,0,0,0,0,0
5705,2,3,3,3,3,3,3,3,1
2896,3,5,5,5,5,5,5,5,5
10826,0,0,0,0,0,0,0,0,0
13559,3,5,5,3,4,3,5,5,1
1178,0,0,0,0,0,0,0,0,0
1580,1,3,2,2,2,2,2,2,1
9467,4,5,5,4,4,5,4,4,1
10966,1,4,4,3,3,3,4,4,1
5171,0,0,0,0,0,0,0,0,0
19200,1,4,4,3,3,3,3,3,1
3450,2,3,4,4,4,0,4,4,1
19369,0,0,0,0,0,0,0,0,0
593,0,0,0,0,0,0,0,0,0
2462,0,0,0,0,0,0,0,0,0
10800,2,4,4,4,3,4,4,4,1
7276,3,4,4,4,3,4,5,5,2
8336,1,3,3,3,3,3,3,3,1
13382,1,4,4,3,3,3,4,4,1
6297,1,3,3,3,3,3,3,3,3
3667,1,3,2,3,3,3,2,2,1
16612,1,4,4,3,3,3,5,5,1
1664,2,4,4,3,3,3,4,4,0
8345,0,0,0,0,0,0,0,0,0
3048,0,0,0,0,0,0,0,0,0
5823,2,3,3,3,3,3,3,3,1
13303,0,0,0,0,0,0,0,0,0
1469,2,5,5,3,5,4,5,5,2
17645,0,0,0,0,0,0,0,0,0
10292,2,4,4,3,3,4,4,4,2
18835,0,0,0,0,0,0,0,0,0
1008,0,0,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0,0,0
17215,0,0,0,0,0,0,0,0,0
4853,1,3,2,2,3,2,2,2,1
17683,2,4,5,3,3,5,4,4,1
7626,0,0,0,0,0,0,0,0,0
11336,1,4,4,3,3,4,4,4,1
1911,1,3,2,2,2,2,2,2,1
18636,0,0,0,0,0,0,0,0,0
12901,2,4,4,3,3,3,3,3,1
8036,0,0,0,0,0,0,0,0,0
4359,2,3,3,3,3,3,3,3,1
7052,2,3,3,3,3,3,3,3,1
2878,0,0,0,0,0,0,0,0,0
1393,0,0,0,0,0,0,0,0,0
16620,0,0,0,0,0,0,0,0,0
13588,1,4,4,3,3,3,3,3,1
5761,0,0,0,0,0,0,0,0,0
2012,2,3,4,2,2,2,3,3,1
14541,1,4,4,3,3,3,3,3,1
4495,2,3,5,4,4,4,4,4,3
13479,0,0,0,0,0,0,0,0,0
16694,0,0,0,0,0,0,0,0,0
16936,2,4,4,3,3,3,3,3,1
4678,2,3,3,3,3,4,4,4,1
14266,0,0,0,0,0,0,0,0,0
17384,0,0,0,0,0,0,0,0,0
6238,0,0,0,0,0,0,0,0,0
12756,0,0,0,0,0,0,0,0,0
7358,2,3,3,3,3,3,3,3,1
356,3,4,4,4,4,3,5,5,3
3396,3,4,4,4,4,3,4,4,1
11512,0,0,0,0,0,0,0,0,0
9068,0,0,0,0,0,0,0,0,0
10230,0,0,0,0,0,0,0,0,0
9512,0,0,0,0,0,0,0,0,0
16544,4,4,4,3,3,3,3,3,1
9012,0,0,0,0,0,0,0,0,0
13872,0,0,0,0,0,0,0,0,0
18322,0,0,0,0,0,0,0,0,0
8435,0,0,0,0,0,0,0,0,0
3910,0,0,0,0,0,0,0,0,0
17656,0,0,0,0,0,0,0,0,0
6227,3,4,4,4,4,4,4,4,4
12728,1,4,4,3,3,3,3,3,1
11762,3,4,4,3,3,4,4,4,2
13678,1,4,4,3,3,3,3,3,1
15872,2,4,4,3,3,3,3,3,1
12625,3,5,5,4,4,4,5,5,2
10135,1,4,4,3,3,3,4,4,1
10950,0,0,0,0,0,0,0,0,0
18497,2,4,4,3,3,3,4,4,1
18568,0,0,0,0,0,0,0,0,0
16865,3,4,5,3,4,3,5,5,1
4918,1,3,4,3,3,4,3,3,2
19580,0,0,0,0,0,0,0,0,0
17884,2,4,4,3,3,3,3,3,1
6947,0,0,0,0,0,0,0,0,0
4377,1,4,4,3,3,3,3,3,1
6539,1,3,3,3,3,3,3,3,1
2991,2,4,2,2,2,2,2,2,1
13978,0,0,0,0,0,0,0,0,0
11045,0,0,0,0,0,0,0,0,0
18925,0,0,0,0,0,0,0,0,0
13038,1,5,4,3,3,3,3,3,1
19122,1,4,4,3,3,3,3,3,1
9818,1,3,2,3,3,3,4,4,1
18032,1,4,4,3,3,3,4,4,1
17232,1,4,4,3,3,3,3,3,1
8691,1,3,3,3,3,3,3,3,1
18297,0,0,0,0,0,0,0,0,0
16655,0,0,0,0,0,0,0,0,0
8736,0,0,0,0,0,0,0,0,0
387,2,4,4,3,2,4,5,5,2
1287,2,3,2,2,2,2,2,2,1
7921,0,0,0,0,0,0,0,0,0
1649,1,3,2,2,2,2,3,3,1
7608,0,0,0,0,0,0,0,0,0
16449,3,4,4,4,4,4,4,4,4
18406,0,0,0,0,0,0,0,0,0
11724,2,5,4,3,4,5,5,5,2
5614,0,0,0,0,0,0,0,0,0
12400,0,0,0,0,0,0,0,0,0
9252,0,0,0,0,0,0,0,0,0
18040,1,4,4,3,3,3,4,4,1
9065,0,0,0,0,0,0,0,0,0
5801,0,0,0,0,0,0,0,0,0
18191,3,4,4,3,3,3,5,5,2
10948,0,0,0,0,0,0,0,0,0
9775,1,4,4,3,3,3,3,3,1
19041,0,0,0,0,0,0,0,0,0
19541,1,4,4,3,3,3,3,3,1
18294,1,4,4,3,3,3,4,4,2
19721,0,0,0,0,0,0,0,0,0
3184,0,0,0,0,0,0,0,0,0
4955,0,0,0,0,0,0,0,0,0
16627,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0
4808,1,4,4,3,0,3,3,3,1
1182,1,3,4,3,3,3,4,4,1
1416,0,0,0,0,0,0,0,0,0
18810,1,4,4,3,3,3,3,3,1
4305,1,5,3,3,3,3,3,3,1
2119,1,3,3,2,2,2,2,2,1
11328,2,4,4,3,3,3,4,4,1
16441,1,4,4,3,3,3,3,3,1
1904,2,3,2,2,2,2,2,2,1
11841,1,4,4,3,3,3,4,4,1
1067,0,0,0,0,0,0,0,0,0
19423,2,4,4,3,3,3,3,3,1
8722,3,5,5,4,4,3,4,4,1
19703,4,4,5,3,3,4,5,5,1
1256,1,3,3,2,2,3,3,3,1
19250,0,0,0,0,0,0,0,0,0
19786,0,0,0,0,0,0,0,0,0
16405,3,4,4,3,3,4,4,4,2
5524,2,3,2,3,3,3,2,2,1
3786,2,3,2,2,2,2,2,2,1
7243,1,3,3,3,3,3,3,3,1
17330,4,5,4,4,3,3,4,4,1
4066,0,0,0,0,0,0,0,0,0
9071,0,0,0,0,0,0,0,0,0
4185,1,3,4,2,2,3,3,3,1
10354,1,4,4,3,3,3,3,3,1
9876,1,4,4,3,3,3,3,3,1
6000,4,3,3,3,3,3,3,3,1
8283,2,3,2,3,3,3,2,2,1
11669,1,4,4,3,3,3,3,3,1
349,1,2,2,2,2,4,2,2,1
1846,1,4,4,2,2,3,2,2,0
14392,2,5,4,3,3,3,3,3,1
1373,0,0,0,0,0,0,0,0,0
17861,2,4,4,3,3,4,0,0,1
895,0,0,0,0,0,0,0,0,0
11624,2,4,4,3,3,3,3,3,1
16193,0,0,0,0,0,0,0,0,0
18205,1,4,4,3,3,3,3,3,1
18096,0,0,0,0,0,0,0,0,0
9306,2,4,4,3,3,3,3,3,1
2176,2,4,4,3,4,3,3,3,1
8916,1,5,3,3,3,3,3,3,1
13052,2,4,4,3,3,3,3,3,1
10673,0,0,0,0,0,0,0,0,0
567,0,0,0,0,0,0,0,0,0
5980,0,0,0,0,0,0,0,0,0
2650,3,4,5,4,4,4,5,5,3
19767,1,4,4,3,3,3,3,3,1
6372,2,5,5,4,4,5,5,5,3
1329,1,3,3,2,2,2,2,2,1
15077,0,0,0,0,0,0,0,0,0
3981,2,4,5,3,4,3,3,3,1
9044,0,0,0,0,0,0,0,0,0
11172,1,4,4,3,3,3,3,3,1
9131,0,0,0,0,0,0,0,0,0
2434,1,3,2,2,2,3,2,2,1
12877,0,0,0,0,0,0,0,0,0
19536,0,0,0,0,0,0,0,0,0
4880,2,3,3,3,3,3,3,3,2
6033,2,4,4,3,3,4,3,3,1
8936,0,0,0,0,0,0,0,0,0
18145,1,4,4,3,3,3,4,4,1
12142,0,0,0,0,0,0,0,0,0
5206,1,4,4,3,3,3,4,4,1
7296,0,0,0,0,0,0,0,0,0
19847,3,5,4,4,4,4,5,5,1
1221,3,5,5,4,2,4,5,5,2
13460,0,0,0,0,0,0,0,0,0
38,2,3,4,2,2,2,0,0,2
15939,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,0
6404,4,3,3,3,3,3,3,3,1
6613,1,3,3,3,3,3,3,3,1
8616,3,4,4,4,4,3,4,4,1
13179,1,3,3,3,3,3,2,2,1
8731,0,0,0,0,0,0,0,0,0
2647,0,0,0,0,0,0,0,0,0
7941,0,0,0,0,0,0,0,0,0
18759,1,4,4,3,3,3,4,4,1
12181,3,4,5,3,3,3,5,5,1
15209,1,4,4,3,3,3,3,3,1
18156,1,4,4,3,3,3,4,4,1
6046,0,0,0,0,0,0,0,0,0
2269,1,5,3,3,3,0,2,2,1
15000,0,0,0,0,0,0,0,0,0
11491,1,4,4,3,3,3,3,3,1
14814,1,4,4,3,3,4,3,3,1
9057,2,4,4,3,3,3,3,3,1
10957,1,4,4,3,3,3,4,4,1
11206,0,0,0,0,0,0,0,0,0
8073,0,0,0,0,0,0,0,0,0
9730,0,0,0,0,0,0,0,0,0
7502,1,3,3,3,3,3,3,3,1
13306,2,4,4,3,3,3,3,3,1
18914,0,0,0,0,0,0,0,0,0
17465,0,0,0,0,0,0,0,0,0
10735,1,4,4,3,3,3,3,3,1
7508,1,3,3,3,3,3,3,3,1
17302,0,0,0,0,0,0,0,0,0
9727,2,5,4,4,3,4,0,0,1
4842,0,0,0,0,0,0,0,0,0
10952,0,0,0,0,0,0,0,0,0
3424,1,4,3,3,3,3,4,4,1
11605,0,0,0,0,0,0,0,0,0
2519,2,3,3,3,2,4,4,4,1
9045,0,0,0,0,0,0,0,0,0
14727,2,4,4,3,3,3,3,3,1
6517,2,3,3,3,3,3,3,3,1
435,0,0,0,0,0,0,0,0,0
182,3,5,4,3,5,3,5,5,5
14641,0,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0
8852,1,3,3,3,3,4,3,3,1
5184,0,0,0,0,0,0,0,0,0
17042,4,4,4,3,3,3,4,4,1
17950,4,4,4,3,3,3,5,5,2
8773,1,3,3,3,3,3,3,3,1
3749,0,0,0,0,0,0,0,0,0
18645,0,0,0,0,0,0,0,0,0
10682,0,0,0,0,0,0,0,0,0
19415,0,0,0,0,0,0,0,0,0
10821,2,4,4,3,3,3,3,3,1
5601,0,0,0,0,0,0,0,0,0
5098,0,0,0,0,0,0,0,0,0
2796,3,3,3,4,4,4,3,3,5
12513,0,0,0,0,0,0,0,0,0
6232,1,3,3,3,3,3,3,3,1
3334,0,0,0,0,0,0,0,0,0
14146,2,4,4,3,3,3,3,3,2
15530,0,0,0,0,0,0,0,0,0
8448,2,3,3,3,3,3,3,3,1
7323,1,3,3,3,3,3,3,3,1
1739,1,3,2,2,2,2,2,2,1
2272,2,3,3,2,2,2,3,3,1
3401,0,0,0,0,0,0,0,0,0
13100,2,4,4,3,3,3,3,3,1
1503,4,3,3,3,2,2,2,2,1
1828,1,4,3,4,3,3,4,4,1
13609,2,4,4,3,3,3,3,3,1
15266,1,4,4,3,3,3,3,3,1
15739,1,4,4,3,3,3,3,3,1
16191,0,0,0,0,0,0,0,0,0
13079,1,4,4,3,3,3,3,3,1
18546,3,5,5,5,5,5,5,5,5
9910,1,4,4,3,3,3,3,3,1
15331,0,0,0,0,0,0,0,0,0
2935,3,4,5,4,3,3,4,4,3
13744,0,0,0,0,0,0,0,0,0
7764,0,0,0,0,0,0,0,0,0
1587,0,0,0,0,0,0,0,0,0
11044,1,4,4,3,3,3,3,3,1
17834,0,0,0,0,0,0,0,0,0
997,1,3,4,3,3,2,4,4,1
3619,2,3,2,2,2,2,3,3,1
3437,1,4,3,4,3,2,4,4,2
14189,0,0,0,0,0,0,0,0,0
17942,0,0,0,0,0,0,0,0,0
12987,1,4,4,3,3,3,3,3,1
10157,2,4,5,3,4,3,4,4,1
2040,0,0,0,0,0,0,0,0,0
1225,0,0,0,0,0,0,0,0,0
17499,0,0,0,0,0,0,0,0,0
2766,0,0,0,0,0,0,0,0,0
7797,0,0,0,0,0,0,0,0,0
9092,0,0,0,0,0,0,0,0,0
3960,1,4,2,2,2,2,3,3,1
17527,1,4,4,3,3,3,4,4,1
7961,3,4,4,4,4,4,3,3,2
756,3,4,4,3,4,4,3,3,2
2320,0,0,0,0,0,0,0,0,0
2488,3,4,4,4,4,4,4,4,3
3069,0,0,0,0,0,0,0,0,0
19185,4,5,4,4,3,4,4,4,1
13698,4,4,4,3,3,3,3,3,1
13430,1,4,4,3,3,3,3,3,1
879,0,0,0,0,0,0,0,0,0
1488,1,4,4,3,4,3,2,2,2
3803,4,3,4,2,3,2,4,4,1
13354,0,0,0,0,0,0,0,0,0
18897,2,5,5,5,4,3,5,5,1
10031,2,4,4,3,3,3,3,3,1
5075,2,3,3,3,3,3,3,3,1
4998,2,3,3,3,3,3,4,4,2
6252,1,3,3,3,3,3,3,3,1
12686,0,0,0,0,0,0,0,0,0
17874,0,0,0,0,0,0,0,0,0
690,0,0,0,0,0,0,0,0,0
11266,0,0,0,0,0,0,0,0,0
14567,0,0,0,0,0,0,0,0,0
15906,0,0,0,0,0,0,0,0,0
19451,2,4,4,3,3,3,3,3,1
8489,2,3,3,3,3,3,3,3,1
16442,0,0,0,0,0,0,0,0,0
7409,1,3,3,3,3,3,3,3,1
13447,0,0,0,0,0,0,0,0,0
10459,0,0,0,0,0,0,0,0,0
5466,0,0,0,0,0,0,0,0,0
18018,0,0,0,0,0,0,0,0,0
10534,2,4,5,4,4,5,5,5,4
11043,0,0,0,0,0,0,0,0,0
3957,0,0,0,0,0,0,0,0,0
6387,2,4,3,3,3,3,3,3,1
9549,1,4,4,3,3,3,3,3,1
16657,0,0,0,0,0,0,0,0,0
9320,2,4,5,3,3,3,3,3,1
2435,1,3,2,2,2,2,2,2,1
7068,0,0,0,0,0,0,0,0,0
4509,0,0,0,0,0,0,0,0,0
3685,0,0,0,0,0,0,0,0,0
5367,0,0,0,0,0,0,0,0,0
17508,1,4,4,3,3,3,3,3,1
1245,0,0,0,0,0,0,0,0,0
12674,0,0,0,0,0,0,0,0,0
7926,1,3,3,3,3,3,3,3,1
6373,0,0,0,0,0,0,0,0,0
19543,1,4,4,3,3,3,3,3,1
17225,2,4,4,3,3,3,3,3,1
10138,2,4,4,3,3,4,4,4,2
12350,1,4,4,3,3,3,3,3,2
8648,0,0,0,0,0,0,0,0,0
19300,0,0,0,0,0,0,0,0,0
7211,2,3,3,3,3,3,4,4,1
14976,2,4,4,3,3,3,4,4,1
9387,1,4,4,3,3,3,3,3,1
3772,0,0,0,0,0,0,0,0,0
16157,0,0,0,0,0,0,0,0,0
2791,1,3,2,2,2,2,2,2,1
13608,0,0,0,0,0,0,0,0,0
12529,2,4,4,3,3,3,5,5,2
7590,1,4,4,3,3,3,3,3,2
4365,3,5,5,4,5,3,5,5,2
14751,1,4,4,3,3,3,3,3,1
13135,2,4,4,3,3,3,3,3,1
8127,0,0,0,0,0,0,0,0,0
14336,3,4,4,4,4,4,4,4,2
8973,0,0,0,0,0,0,0,0,0
14913,0,0,0,0,0,0,0,0,0
7647,0,0,0,0,0,0,0,0,0
14800,1,4,4,3,3,3,3,3,1
12720,2,4,4,3,3,3,4,4,1
1870,0,0,0,0,0,0,0,0,0
195,2,2,3,3,2,3,3,3,2
10943,4,4,4,3,3,3,4,4,1
15179,4,5,5,4,3,4,5,5,2
10315,0,0,0,0,0,0,0,0,0
7417,0,0,0,0,0,0,0,0,0
17621,0,0,0,0,0,0,0,0,0
16576,3,4,5,3,3,3,5,5,2
11284,0,0,0,0,0,0,0,0,0
18461,0,0,0,0,0,0,0,0,0
10928,2,4,4,4,4,3,4,4,1
6658,0,0,0,0,0,0,0,0,0
2995,0,0,0,0,0,0,0,0,0
18600,0,0,0,0,0,0,0,0,0
17201,1,4,4,3,3,3,3,3,1
280,3,5,5,5,5,5,5,5,5
2412,2,4,4,3,3,3,5,5,1
3908,1,4,4,3,3,2,5,5,1
4904,4,3,3,3,4,4,3,3,1
15486,0,0,0,0,0,0,0,0,0
18985,2,4,5,3,4,4,5,5,1
16651,0,0,0,0,0,0,0,0,0
4192,0,0,0,0,0,0,0,0,0
897,3,4,5,3,3,4,5,5,1
18852,1,4,4,3,3,3,3,3,1
10680,0,0,0,0,0,0,0,0,0
7802,0,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0,0
15536,2,5,5,4,4,4,4,4,2
19048,3,5,5,5,5,4,5,5,3
1303,1,4,4,2,2,0,0,0,0
416,1,2,2,2,1,3,3,3,1
13205,1,4,4,3,3,3,3,3,1
17633,0,0,0,0,0,0,0,0,0
16946,1,4,4,3,3,3,3,3,1
9409,0,0,0,0,0,0,0,0,0
16708,2,4,4,3,3,3,3,3,1
6039,2,4,4,4,4,4,4,4,3
17967,3,4,4,3,4,5,4,4,3
10043,2,4,4,3,3,3,3,3,1
2243,1,3,2,2,2,2,2,2,1
3735,1,3,2,2,2,2,2,2,1
10034,4,4,4,3,3,3,3,3,1
8358,2,3,4,3,3,3,3,3,1
3575,0,0,0,0,0,0,0,0,0
15198,2,4,4,3,3,3,4,4,1
12856,0,0,0,0,0,0,0,0,0
2565,1,3,2,2,2,2,2,2,1
12968,1,4,4,3,4,3,4,4,1
11690,2,4,4,3,3,4,4,4,1
1093,1,3,3,3,3,2,3,3,1
1543,2,3,4,3,3,2,3,3,2
14154,0,0,0,0,0,0,0,0,0
9753,1,4,4,3,3,3,3,3,1
15386,3,4,4,4,4,3,5,5,1
5875,1,3,3,3,3,3,3,3,1
15224,0,0,0,0,0,0,0,0,0
8251,0,0,0,0,0,0,0,0,0
8083,2,5,5,4,4,4,5,5,1
6200,3,5,4,4,4,3,5,5,2
6431,0,0,0,0,0,0,0,0,0
14935,2,4,4,3,3,3,3,3,1
141,3,3,3,4,4,5,3,3,3
15150,0,0,0,0,0,0,0,0,0
15057,0,0,0,0,0,0,0,0,0
8035,4,3,3,3,3,3,3,3,1
739,2,4,4,3,3,2,4,4,1
7281,0,0,0,0,0,0,0,0,0
7931,0,0,0,0,0,0,0,0,0
14549,1,4,4,3,3,3,4,4,1
15721,0,0,0,0,0,0,0,0,0
1535,2,3,3,2,2,2,2,2,1
4697,0,0,0,0,0,0,0,0,0
12795,0,0,0,0,0,0,0,0,0
17091,2,4,5,3,3,3,5,5,2
1625,0,0,0,0,0,0,0,0,0
6329,1,3,3,3,3,3,3,3,1
17639,0,0,0,0,0,0,0,0,0
12936,2,4,4,3,3,3,3,3,1
5223,0,0,0,0,0,0,0,0,0
15183,2,4,4,3,3,3,3,3,1
