232,694,X,0,,,,,19/01/2017,03/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
233,553,L,424683,,,,"top 5
1. Burnt Sienna dress - Vajor m
2. Marigold pussy bow shirt dress - label life s
3. wine tapered pant - saiesta m
4. blue paisley palazzo - all about u m
5. printed a line dress - street 9 m

back ups
1. blue cuff trousers - mast n harbour 28
2. dotted peg pants - label life
3. yellow color blocked dress - saiesta 
4. willow tunic - vajor
5 blue me away cape top - 20d",19/01/2017,03/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
234,711,X,0,,,,,19/01/2017,03/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
235,669,L,436784,http://stylenook.in/ecomuser/wp-content/uploads/2016/08/Hi-Shipra.docx,http://stylenook.in/ecomillustrator/public/uploads/order-235stylecard.pdf,,"Top 5
1. Black & White Printed top
2. Faballey Curve Marron top
3. Ayaany Cotton green printed jacket
4. Amydus Grey Dress cum tunic
5. Necklace

Back Ups
1. Brick Red Printed Tunic
",19/01/2017,03/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
236,712,L,437601,http://stylenook.in/ecomuser/wp-content/uploads/2016/08/,http://stylenook.in/ecomillustrator/public/uploads/order-236stylecard.png,,"TOP 5
1) Saiesta Navy Pleated Trousers. Size:L
2)Navy Blue Shrug. Size:S (on-hand)
3)Besiva Dark Grey Top. Size:S
4)Dressberry Mustard Yellow Top. Size:M
5)Vajor Burnt Sienna Dress. Size:S",20/01/2017,04/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
237,716,X,0,,,,,20/01/2017,04/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
238,717,L,469499,http://stylenook.in/ecomuser/wp-content/uploads/2016/08/,http://stylenook.in/ecomillustrator/public/uploads/order-238stylecard.jpg,,"Top 5:
1. Ayaany Cotton Beige Jacket 
2. Faballey curve Green crepe top with lace panel
3. Amydus Navy Blue Top
4.  Golden Leaf Earrings (on hand)
5. Blue and yellow Scarf (on hand)

Back Ups:
1.Ayaany Cotton Blue Jacket
2.  Faballey Curve mint green top
3. Amydus Grey top 

Note: there are 2 links in each tab of Additional Links",20/01/2017,04/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
239,622,L,437604,http://stylenook.in/ecomuser/wp-content/uploads/2016/08/Hi-Shipra-1.docx,http://stylenook.in/ecomillustrator/public/uploads/order-239stylecard.php,,"Top 5 
1. Vajor Boxy Charm top
2. Label Life Dotted peg pants
3. All about u Self grey top
4. M&H black n white printed dress
5. Vaak green top with embroidery

Back up
1. Vajor freefall top
2. M&H Purple Rheia dress
3. Label Life Nvay relaxed pants
4. All about u black & white printed top",20/01/2017,04/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
240,719,X,0,,,,,20/01/2017,04/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
241,721,L,456424,http://stylenook.in/ecomuser/wp-content/uploads/2016/08/laxmi-stylenote.docx,http://stylenook.in/ecomillustrator/public/uploads/order-241stylecard.jpg,,"Top 5
1. Kaaryah Eunice top
2. M&H Red Collarless Blazer
3. V Neck top from inventory
4. Ridress Black Jacket
5. Burgundy solid shirt style top

Back Ups
1. Kaaryah Nicole top
2. 20d houndstooth jacket
3. Navy & Red printed top
4. White printed single breasted jacket",21/01/2017,05/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
242,726,L,436786,http://stylenook.in/ecomuser/wp-content/uploads/2016/08/,http://stylenook.in/ecomillustrator/public/uploads/order-242stylecard.jpg,,"TOP 5
1)Saiesta Yellow White Ikat Dress:Size:S
2)SOIE Textured Dress:Size S
3)All About You White Jacket. Size:S
4)Label Life Chambray Bow top, Size:S
5)Dressbery Teal Green A line Dress. Size S",21/01/2017,05/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
243,504,L,437603,http://stylenook.in/ecomuser/wp-content/uploads/2016/08/,http://stylenook.in/ecomillustrator/public/uploads/order-243stylecard.jpg,,"Top 5: 
1. Vajor Turquoise Blue and Sliver Earrings
2. Colorful printed stole
3. FabAlley Curve Green Crepe Top
4. Cotton black printed jacket - Ayaany
5. Indietoga Trendy Pink Printed Contrast Piping Asymmetrical Rayon Rollup Sleeve Top

Back Ups: 
1. FabAlley Curve Pink Crepe Top 
2. Cotton Black Printed Shrug - Ayaany
3.  Indietoga Fancy Multi color Patch Designer Georgette Top

Note: In the Additional Product 3 Section - I have added two links from Ayaany.. So totally there are 4 external links..",21/01/2017,05/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
244,728,L,470708,http://stylenook.in/ecomuser/wp-content/uploads/2016/08/,http://stylenook.in/ecomillustrator/public/uploads/order-244stylecard.jpg,,"TOP 5
1) Saiesta Navy Pleated skirt- S
2)20 Dresses  Grey skirt-S
3)LL Chambray Bow top-S
4)DB Mustard Yellow top-S
5)SOIE Red Top-S (on-hand)",22/01/2017,06/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
245,733,X,0,,,,,23/01/2017,07/02/2017,0000-00-00,,,1,0,0,,,,,,,0,,
