uid,label,western_classic,western_feminine,western_contemporary,western_boho,indo_western,indian_traditional,indian_classic,indian_contemporary,indian_funky,clothes_work
11468,2,2.0,3.0,2.0,1.0,2.0,2.0,2.6,2.4,2.6,12
17194,0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3
14955,3,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,6
15639,2,3.0,2.0,3.0,1.0,1.0,2.0,2.6,2.4,2.6,12
2098,2,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,12
16584,3,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,6
18323,1,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,12
17699,3,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6
12461,4,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3
4415,1,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12
10497,0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3
1215,2,2.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,12
18473,3,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,6
18282,1,4.0,4.0,4.0,3.0,4.0,2.0,2.6,2.4,2.6,12
17844,2,2.0,3.0,1.0,1.0,1.0,2.0,2.6,2.4,2.6,12
14447,3,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,6
14474,2,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,12
2763,1,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,12
19396,1,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,12
5363,2,3.0,4.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,12
4338,0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3
90,2,4.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,12
15632,2,2.0,3.8,1.8,1.4,2.0,1.0,2.0,1.0,1.0,12
7534,1,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,12
10544,4,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3
15020,4,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3
4257,2,2.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,12
12454,4,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3
19861,3,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6
16330,4,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3
19426,1,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,12
17594,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,12
2693,0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3
11212,1,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,12
14497,3,3.0,3.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,6
18512,3,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,6
14728,3,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,6
13428,2,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,12
189,3,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,6
1680,0,2.0,2.0,1.0,1.0,2.0,2.0,2.6,2.4,2.6,3
2021,0,3.0,2.0,2.0,1.0,1.0,2.0,2.6,2.4,2.6,3
12810,0,3.0,1.0,2.0,1.0,1.0,2.0,2.6,2.4,2.6,3
18658,1,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,12
6020,2,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,12
10840,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12
3428,3,2.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,6
7641,4,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,0
417,3,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,6
6193,4,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3
13604,4,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3
4877,1,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,12
1036,1,4.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,1.0,12
9618,0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3
18419,1,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,12
15841,4,2.0,3.8,1.8,1.4,2.0,4.0,4.0,4.0,4.0,3
5092,0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
17158,1,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,12
829,4,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3
13645,3,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,6
4010,4,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3
18467,3,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,6
15038,2,4.0,3.0,3.0,2.0,2.0,1.667,3.0,2.333,2.5,12
11384,3,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6
7029,3,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,6
17873,0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3
8274,4,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,3
7188,2,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,12
2238,0,2.0,3.0,3.0,1.0,3.0,2.0,2.6,2.4,2.6,3
13128,3,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6
13269,3,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,6
4115,1,3.0,2.0,1.0,3.0,4.0,2.0,2.6,2.4,2.6,12
15524,1,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,12
7639,1,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,12
18887,0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3
13578,1,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,12
2235,0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3
4349,4,1.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3
12276,0,2.0,2.0,3.0,1.0,1.0,2.0,2.6,2.4,2.6,3
12408,0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3
14582,1,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,12
1617,3,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,6
5803,2,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,12
12979,4,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,3
11949,3,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,6
10803,0,3.0,2.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,3
17286,0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,3
146,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12
522,4,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,0
8413,0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3
6562,1,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,12
468,3,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,6
5679,4,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,0
13251,0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3
12741,2,2.0,3.0,3.0,2.0,1.0,2.0,2.6,2.4,2.6,12
10064,2,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,12
18155,4,2.0,3.0,3.0,3.0,3.0,2.0,2.6,2.4,2.6,3
16884,0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3
1605,1,1.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,12
1654,4,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0
19328,2,2.0,3.0,2.0,2.0,1.0,2.0,2.6,2.4,2.6,12
9473,1,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,12
16285,4,2.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,3
8561,4,3.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3
13562,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,12
1986,0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3
616,4,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,3
14403,3,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,6
11225,3,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,6
12424,0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3
577,4,3.0,4.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,3
14166,0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3
11159,0,1.0,1.0,1.0,1.0,1.0,2.0,2.6,2.4,2.6,3
19382,3,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,6
2140,4,3.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3
4080,4,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3
10658,3,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,6
4096,1,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,12
694,3,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,6
5398,4,2.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,0
18252,0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3
4105,0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3
2430,1,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,12
13881,3,2.0,2.0,2.0,2.0,1.0,2.0,2.6,2.4,2.6,6
6060,0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3
2777,0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3
10454,2,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,12
4248,0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3
13653,1,4.0,4.0,4.0,3.0,3.0,2.0,2.6,2.4,2.6,12
15727,3,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,6
11785,0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3
7791,4,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,3
1420,3,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,6
911,1,2.0,2.0,3.0,3.0,3.0,2.0,2.6,2.4,2.6,12
4297,3,2.0,2.0,1.0,1.0,3.0,2.0,2.6,2.4,2.6,6
5290,1,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,12
4833,3,1.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,6
9505,3,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,6
8854,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,12
14719,2,2.0,3.8,1.8,1.4,2.0,1.0,1.0,2.0,1.0,12
12662,4,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3
18109,0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3
7101,4,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,3
1456,0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0
4490,2,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,12
16422,4,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3
1663,0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,0
10334,3,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,6
17406,0,2.0,1.0,1.0,2.0,1.0,2.0,2.6,2.4,2.6,3
5000,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3
3387,4,3.0,3.0,3.0,3.0,2.0,2.0,2.6,2.4,2.6,3
9218,2,2.0,2.0,2.0,3.0,3.0,2.0,2.6,2.4,2.6,12
17720,0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,3
10405,2,3.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,12
12479,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,12
18200,1,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,12
11023,1,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,12
13955,0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3
4725,4,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3
4025,4,2.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3
8039,2,2.0,2.0,2.0,2.0,3.0,2.0,2.6,2.4,2.6,12
16348,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12
17644,3,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,6
1737,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6
17786,0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3
5243,2,2.0,2.0,1.0,1.0,1.0,2.0,2.6,2.4,2.6,12
893,2,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,12
3501,3,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,6
1278,1,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,12
15191,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3
16554,1,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,12
7963,1,2.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,12
11320,0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3
2526,1,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,12
17721,3,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,6
3779,2,3.0,2.0,3.0,1.0,3.0,2.0,2.6,2.4,2.6,12
13364,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3
9594,1,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,12
14658,2,2.0,3.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,12
19113,3,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,6
14059,4,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3
4890,3,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,6
17502,3,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,6
620,3,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,6
9349,2,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,12
3570,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,6
8117,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12
771,3,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,6
12755,0,4.0,4.0,1.0,2.0,1.0,2.0,2.6,2.4,2.6,3
17626,3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,6
8092,2,2.0,2.0,3.0,2.0,2.0,2.0,2.6,2.4,2.6,12
18781,3,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,6
545,3,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,6
16560,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6
10883,2,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,12
5734,4,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,0
19748,2,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,12
18027,3,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,6
962,0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3
3655,1,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,12
9546,4,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3
10314,0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3
17955,2,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,12
6626,3,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,6
7351,0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,0
877,0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0
2592,3,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,6
1929,2,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,12
1558,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6
13049,3,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,6
6802,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
4511,0,3.0,3.0,3.0,2.0,2.0,2.0,2.6,2.4,2.6,3
1332,2,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,12
16741,1,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,12
17614,3,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,6
14255,2,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,12
16344,2,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,12
18730,3,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,6
5229,3,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,6
12011,4,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3
4850,3,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,6
6903,4,2.0,4.0,4.0,3.0,2.0,2.0,2.6,2.4,2.6,3
10245,4,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3
3924,4,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0
6987,1,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,12
7805,1,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,12
11311,1,2.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,12
12986,3,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,6
1125,0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3
18776,2,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,12
8208,4,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3
1727,4,2.0,3.0,3.0,3.0,2.0,2.0,2.6,2.4,2.6,3
16014,1,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,12
5091,0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0
16044,1,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,12
15722,0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3
4876,3,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,6
18244,1,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,12
7625,4,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3
7092,1,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,12
13328,3,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,6
6943,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
7535,4,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3
1063,2,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,12
16494,1,2.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,12
5455,1,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,12
11600,3,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,6
13493,1,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12
8807,4,3.0,3.0,2.0,2.0,4.0,2.0,2.6,2.4,2.6,3
1181,3,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,6
5743,3,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,6
2097,0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3
1364,2,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,12
4141,3,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,6
17655,4,3.0,2.0,3.0,3.0,4.0,2.0,2.6,2.4,2.6,3
12241,0,2.0,3.8,1.8,1.4,3.0,1.0,2.0,1.0,1.0,3
13379,3,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,6
15876,3,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6
9956,0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3
19682,0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3
10833,0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3
10449,1,2.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,12
4148,2,2.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,12
10243,0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3
18247,4,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3
4277,3,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,6
8149,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,12
11139,0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,3
952,3,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,6
9783,0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3
2181,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
16421,2,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,12
13635,0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,3
17573,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,12
12005,1,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,12
840,4,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,0
17829,3,2.0,2.0,2.0,3.0,3.0,2.0,2.6,2.4,2.6,6
7045,3,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,6
1009,3,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,6
18863,0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3
3371,4,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3
17110,2,2.0,2.0,1.0,1.0,2.0,2.0,2.6,2.4,2.6,12
11004,0,3.0,3.0,2.0,1.0,2.0,2.0,2.6,2.4,2.6,3
5491,3,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,6
13611,1,3.0,4.0,4.0,4.0,1.0,2.0,2.6,2.4,2.6,12
15471,3,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,6
17141,4,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
17360,2,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,12
14488,3,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6
14380,0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3
17617,0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3
6823,4,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3
19276,4,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3
2704,2,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,12
3950,3,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,6
13329,3,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,6
238,2,2.0,2.0,1.0,1.0,2.5,2.0,3.0,2.25,2.5,12
16063,4,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3
12494,3,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,6
15991,3,2.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,6
12219,2,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,12
3956,0,2.0,2.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,3
10418,3,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,6
12806,2,2.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,12
13325,4,2.0,3.0,2.0,4.0,2.0,2.0,2.6,2.4,2.6,3
12228,3,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,6
1229,0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,0
7176,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6
10958,4,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3
5756,1,2.0,3.0,4.0,3.0,2.0,2.0,2.6,2.4,2.6,12
5750,4,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3
14869,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3
9724,3,1.0,2.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,6
12329,4,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3
14785,2,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,12
775,0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,1.0,0
18934,3,1.0,1.0,1.0,1.0,2.0,2.0,2.6,2.4,2.6,6
5225,0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3
8180,0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3
3556,0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3
16069,4,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3
3023,2,2.0,2.0,3.0,2.0,2.0,2.0,2.6,2.4,2.6,12
18332,1,4.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,12
5821,0,2.0,2.0,2.0,2.0,1.0,2.0,2.6,2.4,2.6,3
13367,4,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3
