uid,label,western_classic,western_feminine,western_contemporary,western_boho,indo_western,indian_traditional,indian_classic,indian_contemporary,indian_funky,clothes_work
4589,2,1.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,12
16164,1,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,12
308,0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3
7277,0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3
3773,4,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3
17210,2,2.0,2.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,12
9178,3,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,6
2239,0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3
11889,3,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,6
12634,3,3.0,3.0,3.0,3.0,3.0,2.0,2.6,2.4,2.6,6
17575,1,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,12
19761,2,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,12
12252,2,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,12
16236,1,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,12
15453,1,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,12
13215,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12
18677,1,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,12
14139,0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3
8576,0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3
11100,2,2.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,12
5279,3,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,6
1779,0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,0
15593,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6
10370,0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,0
19666,4,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3
19875,1,4.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,12
2132,2,2.0,3.0,3.0,2.0,2.0,2.0,2.6,2.4,2.6,12
11348,3,3.0,2.0,3.0,1.0,2.0,2.0,2.6,2.4,2.6,6
9611,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3
12389,2,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,12
4055,4,4.0,4.0,4.0,4.0,4.0,1.25,4.0,4.0,4.0,0
12456,2,2.0,2.0,3.0,2.0,2.0,2.0,2.6,2.4,2.6,12
9615,4,2.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,3
6008,0,2.0,2.0,3.0,1.0,2.0,2.0,2.6,2.4,2.6,3
14806,4,2.0,2.0,2.0,2.0,3.0,2.0,2.6,2.4,2.6,3
14045,3,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,6
19674,1,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,12
3851,4,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3
13387,3,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,6
873,0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3
3613,2,2.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,12
12013,3,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6
13590,1,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,12
15344,4,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3
2299,3,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6
12560,0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3
1632,0,2.0,3.0,4.0,1.0,1.0,2.0,2.6,2.4,2.6,3
16139,4,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3
1248,3,1.0,2.0,2.0,3.0,2.0,2.0,2.6,2.4,2.6,6
11751,2,3.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,12
14120,4,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3
15501,0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3
12486,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3
17261,1,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,12
15351,1,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,12
3766,0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3
5725,2,2.0,3.0,4.0,2.0,2.0,2.0,2.6,2.4,2.6,12
1265,0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0
11464,2,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,12
10581,2,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,12
4592,3,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,6
17175,3,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,6
3057,4,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3
17611,2,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,12
17473,3,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6
1674,0,2.0,2.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,3
11530,2,2.0,2.0,3.0,1.0,2.0,2.0,2.6,2.4,2.6,12
18060,2,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,12
3165,4,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,0
2470,1,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,12
6700,2,2.0,2.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,12
15216,4,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3
16736,2,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,12
7446,4,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3
16669,2,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,12
9903,3,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,6
8697,4,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3
11728,1,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,12
1762,0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3
19086,4,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3
6728,4,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3
7742,0,2.0,3.8,1.8,1.4,2.0,2.0,2.0,2.0,3.0,3
18559,1,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,12
9513,2,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,12
17454,3,2.0,1.0,1.0,2.0,2.0,2.0,2.6,2.4,2.6,6
18423,4,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3
16215,4,2.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3
5394,0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3
3821,0,2.0,3.8,1.8,1.4,2.0,2.0,3.0,2.0,1.0,3
1259,4,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3
16531,3,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,6
1859,4,1.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,3
1988,4,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3
8150,4,3.0,2.0,4.0,4.0,2.0,2.0,2.6,2.4,2.6,3
1261,3,2.0,2.0,3.0,2.0,2.0,2.0,2.6,2.4,2.6,6
4796,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,6
14601,4,4.0,4.0,4.0,4.0,4.0,2.0,2.6,2.4,2.6,3
15310,0,3.0,3.0,3.0,1.0,2.0,2.0,2.6,2.4,2.6,3
18434,3,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,6
6107,1,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,12
12395,2,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,12
7212,1,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,12
6018,0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
2757,2,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,12
1990,3,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,6
4340,0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0
291,0,3.0,4.0,4.0,2.0,1.0,2.0,2.6,2.4,2.6,3
12588,1,4.0,4.0,4.0,4.0,4.0,2.0,2.6,2.4,2.6,12
9303,3,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,6
8044,3,2.0,2.0,2.0,3.0,3.0,2.0,2.6,2.4,2.6,6
2603,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,12
12220,3,3.0,2.0,4.0,2.0,1.0,2.0,2.6,2.4,2.6,6
1935,1,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,12
11285,2,3.0,2.0,2.0,1.0,2.0,2.0,2.6,2.4,2.6,12
11129,3,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,6
2993,0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3
18020,3,4.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,6
18234,3,3.0,3.0,3.0,3.0,4.0,2.0,2.6,2.4,2.6,6
2350,3,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,6
375,0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3
12022,0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3
414,4,1.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3
17728,2,2.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,12
19099,2,2.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,12
13332,2,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,12
12698,3,3.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,6
2045,4,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3
18371,4,3.0,3.0,4.0,3.0,2.0,2.0,2.6,2.4,2.6,3
9904,1,2.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,12
3517,4,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3
9690,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6
1105,3,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,6
12907,1,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,12
8406,4,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3
4533,0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3
10564,3,2.0,2.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,6
1365,3,2.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,6
5389,2,4.0,4.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,12
1594,4,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3
16509,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12
8699,0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3
4360,1,3.0,3.0,3.0,3.0,4.0,2.0,2.6,2.4,2.6,12
18295,2,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,12
8138,4,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3
1306,1,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,12
3754,2,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,12
7468,2,3.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,12
7571,0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3
304,0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,3
18229,3,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,6
3993,1,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,12
6673,0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3
7817,3,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,6
15146,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6
5550,4,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3
3097,0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3
10852,4,2.0,2.0,2.0,2.0,3.0,2.0,2.6,2.4,2.6,3
566,3,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,6
3610,0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3
16700,1,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,12
3445,4,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3
17372,3,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6
8788,3,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,6
19825,1,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,12
19243,3,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,6
4198,0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3
10851,2,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,12
2518,3,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,6
1165,4,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3
10251,2,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,12
8868,4,2.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,3
3838,2,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,12
11275,0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3
13343,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12
18392,0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3
520,3,2.0,2.0,3.0,3.0,4.0,2.0,2.6,2.4,2.6,6
1724,2,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,12
12183,0,3.0,2.0,4.0,1.0,2.0,2.0,2.6,2.4,2.6,3
14879,0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3
4006,0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3
14828,2,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,12
1184,0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3
18520,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,6
19169,2,1.0,3.0,4.0,1.0,1.0,2.0,2.6,2.4,2.6,12
6002,3,2.0,2.0,3.0,2.0,3.0,2.0,2.6,2.4,2.6,6
11214,0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3
11890,1,4.0,4.0,4.0,2.0,2.0,2.0,2.6,2.4,2.6,12
9923,1,2.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,1.0,12
8942,0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,0
14459,3,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,6
12338,4,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3
2474,4,3.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,3
16877,2,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,12
4119,3,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,6
17900,2,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,12
18272,1,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,12
16109,0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3
16354,0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,3
3650,2,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,12
17562,4,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,3
6576,0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3
13170,0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
10068,0,3.0,2.0,3.0,1.0,2.0,2.0,2.6,2.4,2.6,3
19355,4,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3
7125,2,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,12
19888,1,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,12
19384,4,2.0,3.0,4.0,1.0,3.0,2.0,2.6,2.4,2.6,3
5513,4,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,3
14843,4,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
6186,3,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6
16258,3,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,6
3156,0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3
12460,0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3
16153,1,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,12
17774,4,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3
17919,0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3
13096,2,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,12
5037,4,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0
8057,1,3.0,4.0,4.0,3.0,3.0,2.0,2.6,2.4,2.6,12
9297,4,1.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,0
11371,4,4.0,4.0,2.0,3.0,2.0,2.0,2.6,2.4,2.6,3
10814,0,2.0,2.0,2.0,1.0,1.0,2.0,2.6,2.4,2.6,3
18015,3,3.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,6
10961,3,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,6
12547,0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3
14303,2,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,12
13603,3,2.0,2.0,3.0,1.0,1.0,2.0,2.6,2.4,2.6,6
10870,1,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,12
1852,1,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,12
11352,0,3.0,2.0,3.0,1.0,1.0,2.0,2.6,2.4,2.6,3
15044,0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3
5088,2,3.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,12
10468,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
6254,3,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,6
9411,2,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,12
8713,1,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,12
14783,2,2.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,12
10983,2,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,12
2114,4,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3
15301,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
17986,1,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,12
1669,0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3
8189,1,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,12
9932,0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3
3292,3,2.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,6
3616,2,3.0,2.0,1.0,1.0,1.0,2.0,2.6,2.4,2.6,12
9769,3,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,6
17179,3,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,6
4432,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
670,3,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,6
17777,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12
17077,3,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,6
3407,1,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,12
3502,0,3.0,4.0,2.0,2.0,1.0,2.0,2.6,2.4,2.6,3
19533,2,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,12
5520,3,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,6
11535,0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3
12738,0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3
3659,0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3
19486,3,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6
3533,3,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,6
4293,3,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,6
3611,4,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,0
1956,1,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,12
6962,3,2.0,3.8,1.8,1.4,4.0,4.0,3.0,1.0,1.0,6
11193,1,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,12
18944,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,12
2227,2,1.0,3.0,3.0,1.0,4.0,2.0,2.6,2.4,2.6,12
13283,2,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,12
12582,4,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3
5830,2,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,12
899,3,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6
12168,4,2.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,3
612,0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3
1032,0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,0
10028,2,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,12
13112,4,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,3
3873,0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3
19157,3,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,6
14859,4,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3
9396,0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,3
628,0,3.0,3.0,3.0,2.0,1.0,2.0,2.6,2.4,2.6,3
14089,1,2.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,12
12805,3,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,6
3668,3,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,6
12361,3,2.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,6
714,0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,3
824,0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3
17392,3,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,6
17238,0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3
11612,2,2.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,12
19230,4,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3
17980,2,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,12
13575,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12
17851,4,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3
16619,0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3
1598,4,2.0,3.0,3.0,4.0,2.0,2.0,2.6,2.4,2.6,3
7557,1,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,12
8224,2,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,12
7570,4,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3
2364,1,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,12
1335,4,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,0
1322,3,3.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,6
11241,3,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,6
2630,2,1.0,3.0,3.0,3.0,2.0,2.0,2.6,2.4,2.6,12
11169,0,2.0,1.0,2.0,1.0,1.0,2.0,2.6,2.4,2.6,3
4519,3,1.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,6
10189,0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,3
19418,2,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,12
3965,0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3
19773,1,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,12
13898,3,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,6
14691,4,3.0,3.0,4.0,2.0,3.0,2.0,2.6,2.4,2.6,3
13391,1,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,12
4523,0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3
17049,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,12
14536,2,2.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,12
6280,3,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,6
9692,2,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,12
16705,4,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,3
17242,0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,3
4256,3,2.0,2.0,1.0,1.0,1.0,2.0,2.6,2.4,2.6,6
5490,4,3.0,3.0,4.0,2.0,2.0,2.0,2.6,2.4,2.6,3
12019,4,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3
