u_id,s_id,o_id,return_count,returns nms,return_count similar,nonreturn_count,return_shape
15460,10151,3464,5,1,0,0,1
493,10151,3835,5,2,0,0,1
11643,10151,3015,4,1,0,1,0
10031,10151,3250,3,0,1,2,0
13712,10151,3244,4,1,1,1,0
14828,10151,3388,2,1,1,3,0
18131,10151,4078,4,1,0,1,3
17317,10151,3859,1,1,0,4,0
12972,10151,3419,5,1,0,0,1
8703,10151,2978,4,1,2,1,1
15873,10151,3530,5,2,0,0,0
11348,10151,2960,0,0,0,5,0
12760,10151,3328,4,4,0,0,0
9643,10151,2811,3,1,2,2,0
10013,10151,2769,5,2,1,0,1
11970,10151,3044,5,2,2,0,0
5485,10151,2947,3,2,0,2,1
13770,10151,3253,3,1,1,2,0
18497,10151,4134,3,1,1,2,0
17537,10151,3904,3,0,0,1,0
17835,10151,3987,1,0,0,4,1
9640,10151,2626,4,1,1,1,2
14539,10151,3379,1,0,0,4,0
17073,10151,3775,3,2,0,2,0
10780,10151,2976,3,0,0,1,3
11849,10151,2993,5,5,0,0,0
11021,10151,3195,3,0,0,2,0
3972,10151,4220,3,1,0,2,2
11741,10151,3570,5,0,1,0,3
16091,10151,4106,2,0,2,3,0
10896,10151,3693,3,2,1,2,0
18516,10151,4158,5,5,0,0,0
640,10151,3186,5,5,0,0,0
2188,10151,3208,5,0,0,0,1
12490,10151,3061,4,2,2,1,0
19284,10151,4331,0,0,0,5,0
16611,10151,3759,5,1,0,0,4
10746,10151,2884,5,0,2,0,2
12907,10151,3139,3,0,2,2,1
9554,10151,2617,4,2,0,1,0
10930,10151,2915,5,0,3,0,2
13132,10151,3153,2,1,1,2,0
11554,10151,4049,5,1,0,0,0
15321,10151,3453,5,5,0,0,0
12353,10151,3047,3,2,1,2,0
13821,10151,3258,5,4,1,0,0
14600,10151,3414,3,2,1,2,0
16422,10151,3892,5,3,1,0,1
15877,10151,3532,5,5,0,0,0
13884,10151,3596,4,0,1,1,0
16758,10151,3783,5,0,0,0,4
11065,10151,2934,4,4,0,0,0
18191,10151,4087,5,2,0,0,3
10194,10151,3675,5,1,3,0,1
17432,10151,3979,5,2,0,0,0
1663,10151,4268,4,2,0,1,0
12308,10151,3385,3,1,0,2,0
14715,10151,3406,4,1,0,1,3
12286,10151,3030,4,0,1,0,3
14251,10151,3305,2,0,0,3,1
13467,10151,3215,5,1,3,0,1
10822,10151,3742,5,3,0,0,2
11713,10151,2984,4,2,0,1,1
17316,10151,3858,5,3,0,0,1
17148,10151,3780,4,4,0,0,0
15547,10151,3473,4,3,0,1,0
18759,10151,4205,0,0,0,5,0
13850,10151,3529,3,0,1,2,0
15439,10151,3460,5,0,1,0,0
4131,10151,3543,3,1,1,2,1
8575,10151,4173,2,0,2,3,0
10877,10151,2905,4,2,1,1,0
15640,10151,3559,5,2,0,0,1
14317,10151,3342,5,3,1,0,0
2239,10151,3149,3,2,0,2,1
12385,10151,3050,3,1,1,2,0
2967,10151,3320,5,3,0,0,0
13188,10151,3156,5,2,0,0,1
17902,10151,4008,2,0,0,3,1
11902,10151,3000,4,2,1,1,1
10249,10151,2773,5,0,4,0,0
14394,10151,3324,5,4,0,0,0
18545,10151,4183,5,1,0,0,2
12484,10151,3059,5,1,2,0,1
2119,10151,2885,5,5,0,0,0
10644,10151,2856,4,0,2,1,1
8174,10151,2983,4,1,0,1,2
9995,10151,2897,2,0,0,3,2
17657,10151,4007,5,0,0,0,0
10640,10151,3019,3,1,0,2,1
12947,10151,3880,4,0,0,1,4
1853,10151,3930,4,0,2,1,0
12872,10151,3563,5,2,0,0,0
7229,10151,3842,5,0,0,0,4
14557,10151,3359,3,0,0,2,1
15400,10151,3519,4,1,1,1,0
18186,10151,4085,5,4,0,0,1
10628,10151,2846,3,1,0,2,2
14448,10151,3664,4,1,0,1,2
16975,10151,4200,3,2,0,2,0
12130,10151,3037,5,0,1,0,0
12121,10151,3020,5,1,0,0,1
12603,10151,3170,3,3,0,2,0
15811,10151,3982,4,2,0,1,2
5861,10151,2971,2,0,0,3,2
14705,10151,3781,0,0,0,5,0
11599,10151,2975,5,2,1,0,0
10273,10151,2779,5,3,0,0,0
11131,10151,3634,5,1,0,0,2
15978,10151,3777,5,5,0,0,0
19030,10151,4259,5,2,1,0,2
12893,10151,3141,3,2,1,2,0
2641,10151,2883,4,3,0,1,1
14085,10151,3281,4,3,0,1,1
14565,10151,3503,5,3,0,0,0
18125,10151,4076,5,1,1,0,0
15831,10151,3512,4,3,0,1,0
17653,10151,3923,5,0,0,0,5
10223,10151,2768,5,2,2,0,0
7632,10151,2996,4,0,1,1,2
10870,10151,2907,4,1,2,1,0
17861,10151,4215,5,2,0,0,2
11558,17930,4013,5,3,0,0,0
9768,17930,4037,5,4,0,0,0
16254,17930,3994,5,3,2,1,0
4440,17930,4045,4,2,0,1,2
17511,17930,4006,5,3,0,0,1
17894,17930,4009,5,2,1,0,1
7624,17930,4065,4,1,0,1,2
18117,17930,4084,5,1,0,0,1
4792,17930,4066,4,4,0,1,0
11215,17930,4005,4,3,0,1,1
13513,12380,3226,5,0,2,0,3
13374,12380,3193,5,2,2,0,1
14213,12380,3322,3,1,1,2,0
12730,12380,3129,5,0,5,0,0
11612,12380,3098,5,2,2,0,0
11650,12380,3316,4,0,1,0,0
12341,12380,3136,3,1,0,2,1
7578,12380,3070,4,4,0,1,0
4792,12380,3077,3,2,0,2,1
13340,12380,3179,5,0,0,0,2
3376,12380,3332,4,2,0,1,0
13335,12380,3184,3,0,0,2,2
12972,12380,3246,5,1,3,0,0
12259,12380,3089,5,2,0,0,0
11162,12380,3367,3,2,0,2,0
13504,12380,3225,5,2,2,0,1
14439,12380,3327,5,0,0,0,0
14229,12380,3319,4,1,0,1,1
13850,12380,3375,3,1,2,2,0
13644,12380,3254,4,2,1,1,1
12653,12380,3105,5,1,3,0,1
12866,12380,3127,5,0,1,0,2
2994,12380,3204,5,3,0,0,2
7664,12380,3292,0,0,0,5,0
12733,12380,3111,3,1,2,2,0
12701,12380,3106,5,1,2,0,2
12440,12380,3304,3,2,0,2,0
890,12380,3245,5,2,0,0,0
12314,12380,3088,5,4,1,0,0
14719,12380,3374,3,1,1,2,1
13603,12380,3234,4,0,2,1,2
10671,12380,3217,3,3,0,2,0
9788,12380,3138,4,2,0,1,0
1412,4990,2933,5,5,0,0,0
8616,4990,2357,0,0,0,5,0
8187,4990,2248,5,1,2,0,0
10980,4990,2925,3,1,1,1,1
4894,4990,1425,5,2,1,0,1
8621,4990,2374,5,2,0,0,2
10889,4990,2910,4,0,2,1,0
8722,4990,2390,3,2,0,2,1
5319,4990,1623,2,2,0,3,0
577,4990,2844,2,0,2,3,0
6329,4990,1888,5,1,0,0,2
4940,4990,1604,5,5,0,0,0
10929,4990,2913,4,2,1,1,1
7624,4990,2864,4,1,0,1,1
8358,4990,2283,3,1,1,2,0
5129,4990,1528,2,0,2,0,0
5305,4990,2097,4,2,0,1,2
9458,4990,2587,4,4,0,1,0
8174,4990,2858,3,2,0,2,1
1559,4990,2860,5,5,0,0,0
1418,787,621,0,0,0,4,0
1856,787,645,5,1,0,0,0
1421,787,485,0,0,0,5,0
2628,787,864,4,0,0,1,0
2457,787,799,3,1,2,2,0
787,787,550,4,0,0,2,1
500,787,617,3,0,0,2,1
1462,787,495,0,0,0,5,0
1459,787,494,0,0,0,5,0
2883,787,914,0,0,0,5,0
778,787,989,4,0,1,1,2
2643,787,870,0,0,0,4,0
2913,787,919,5,2,2,0,0
1513,787,523,0,0,0,6,0
4939,5485,2888,5,0,1,0,2
6754,5485,1947,5,3,1,0,1
14589,5485,3393,4,4,0,0,0
18517,5485,4160,4,0,0,0,4
8799,5485,2407,5,2,1,0,1
11039,5485,2932,5,2,0,0,3
6515,5485,1914,5,2,1,0,1
13913,5485,3269,4,1,1,1,2
13761,5485,3770,0,0,0,5,0
19197,5485,4310,0,0,0,4,0
8579,5485,2337,4,0,0,1,4
19122,5485,4283,2,2,0,2,0
2967,5485,3485,3,2,0,2,0
14675,5485,4140,5,0,1,0,2
19181,5485,4305,4,4,0,0,0
9579,5485,2751,5,5,0,0,0
5422,5485,1760,5,3,2,0,0
8411,5485,2287,5,3,0,0,0
15663,5485,3489,5,3,0,0,1
4637,5485,2923,5,5,0,0,0
2733,5485,3376,5,0,1,0,1
6102,5485,1966,3,3,0,2,0
522,5485,1861,3,3,0,2,0
15478,5485,3465,4,1,2,1,0
8894,5485,2762,3,2,0,2,0
16716,5485,3714,4,2,0,1,2
7878,5485,2179,4,2,0,1,2
19101,5485,4275,0,0,0,3,0
673,5485,1964,9,5,1,0,2
2006,5485,2279,4,1,1,1,2
3856,5485,2709,5,5,0,0,0
4131,5485,1769,3,0,1,2,2
3954,5485,1925,4,2,2,1,0
16734,5485,3762,5,5,0,0,0
15444,5485,3461,5,2,0,2,2
2294,5485,3540,3,0,0,2,0
8979,5485,2455,5,3,0,0,1
9613,5485,2622,4,2,1,1,0
8306,5485,2277,5,3,2,0,0
6134,5485,1915,5,0,1,0,2
2236,5485,2840,5,3,0,0,2
4072,5485,1936,3,1,1,2,1
15380,5485,3455,3,0,0,2,3
4083,5485,2288,1,1,0,4,0
19160,5485,4300,3,2,0,1,1
14594,5485,3364,5,3,0,0,0
3042,5485,1863,4,2,0,1,1
11420,5485,3067,6,3,0,0,2
5913,5485,1785,5,2,1,0,0
5508,5485,1853,4,1,0,1,0
10649,5485,2854,4,1,1,1,0
4494,5485,2314,3,1,1,2,1
10943,5485,2919,5,5,0,0,0
17787,5485,3963,0,0,0,6,0
11084,5485,2939,5,5,0,0,0
18698,5485,4189,3,2,0,2,1
15978,5485,3598,5,0,0,0,1
19195,5485,4309,2,0,0,1,0
17847,5485,4003,5,1,0,0,2
10202,5485,2764,0,0,0,5,0
6387,5485,1893,5,5,0,0,0
5385,5485,1765,2,1,0,3,0
4297,5485,1923,6,2,0,0,2
10762,5485,2894,4,0,4,1,0
5524,5485,2634,3,1,0,2,2
19290,5485,4333,3,0,0,1,2
14541,5485,3358,5,2,0,0,1
6986,5485,1981,5,5,0,0,0
10795,5485,2945,4,1,0,0,1
6188,5485,1882,3,0,0,2,3
5760,5485,3912,3,1,1,2,1
15488,5485,3466,5,0,5,1,0
936,5485,3203,3,1,1,2,0
3486,5485,2900,3,1,0,2,2
5868,5485,2125,5,2,1,0,2
10334,5485,2787,4,0,0,1,4
10051,5485,2715,5,2,1,0,0
11344,5485,3463,3,1,1,3,1
11131,5485,2942,2,1,0,3,1
2365,5485,2038,3,3,0,2,0
8193,5485,2249,4,4,0,0,0
19390,5485,4357,1,0,0,2,0
7271,5485,2877,2,1,1,3,0
19048,5485,4266,2,1,0,1,0
5678,5485,1718,3,1,0,2,1
9262,5485,2537,3,2,1,2,0
18488,5485,4139,6,1,1,1,2
4561,5485,2100,5,0,0,0,0
4717,5485,1699,4,0,3,1,1
6561,5485,1921,5,1,1,0,3
8254,5485,2684,4,4,0,1,0
19201,5485,4312,2,0,0,1,2
298,5485,1778,2,2,0,3,0
18003,5485,4051,2,1,0,3,0
12755,5485,3115,0,0,0,4,0
19166,5485,4350,3,0,0,1,0
13555,5485,3231,4,1,1,2,2
868,5485,2878,5,3,0,0,2
256,5485,1911,5,0,0,0,0
1676,5485,1945,4,1,0,1,2
5689,5485,1898,6,6,0,0,0
15290,5485,3450,5,0,0,0,0
8582,5485,2338,3,3,0,2,0
2853,5485,3516,2,1,0,3,1
15969,5485,3589,5,1,0,0,0
6123,5485,1825,5,1,0,0,0
7419,5485,2843,4,4,0,1,0
2641,5485,1977,3,2,0,2,1
1123,5485,2607,4,0,0,1,3
16907,5485,3801,5,1,1,0,3
7668,5485,2487,4,2,0,1,1
16975,5485,4024,4,2,0,1,2
745,5485,2929,2,2,0,3,0
8105,5485,3313,4,4,0,0,0
9805,5485,2903,5,5,0,0,0
15248,5485,3437,3,0,1,2,2
2740,5485,1671,0,0,0,5,0
5587,5485,1696,3,3,0,2,0
3131,5485,2781,3,1,2,1,0
15887,5485,3535,5,0,0,1,0
12286,5485,3315,4,1,1,1,0
19162,5485,4301,2,1,0,1,0
8575,5485,2334,2,1,1,3,0
8384,5485,2296,5,0,2,0,2
5718,5485,1729,4,1,0,1,3
6308,5485,1904,4,1,0,1,2
4785,5485,1659,5,2,1,0,2
14015,5485,3362,4,1,0,1,1
8808,5485,2408,3,0,1,2,1
3376,5485,2893,4,2,0,1,1
14832,5485,3981,5,3,0,0,1
10144,5485,2898,3,0,0,2,3
1372,5485,3390,5,5,0,0,0
19200,5485,4311,2,1,1,1,0
9346,5485,2556,4,4,0,1,0
8078,5485,2226,2,1,1,3,0
8308,5485,3442,4,0,2,1,0
5856,5485,3337,0,0,0,8,0
13960,5485,3271,5,2,0,0,2
19317,5485,4337,0,0,0,3,0
5327,5485,1857,3,0,0,2,2
6197,5485,2875,5,0,0,0,5
6170,5485,1835,0,0,0,5,0
19319,5485,4338,2,1,0,2,1
4686,5485,1677,5,0,1,0,4
13036,5485,3283,4,1,1,1,2
15579,5485,3477,5,2,0,0,3
9753,5485,2650,3,0,3,2,0
5550,5485,1690,5,2,1,0,1
6062,5485,2101,4,4,0,1,0
5279,5485,1697,4,1,1,1,0
19103,5485,4271,4,4,0,0,0
500,5485,1957,3,1,0,2,2
8227,5485,2258,5,5,0,0,0
9193,5485,2508,5,3,0,0,2
2468,5485,2873,2,0,1,3,1
6721,5485,1942,4,0,2,1,1
1613,5485,1820,3,1,1,4,0
10333,5485,2802,5,2,1,0,0
9491,5485,2592,3,3,0,2,0
10075,5485,2720,4,0,2,1,0
12282,5485,4086,5,1,2,1,1
1646,5485,1665,4,2,2,2,0
19391,5485,4358,2,1,0,1,1
19180,5485,4304,2,1,0,1,1
5212,5485,2890,3,2,0,2,1
12146,5485,4221,0,0,0,5,0
9208,5485,4070,2,0,0,3,1
19386,5485,4354,0,0,0,3,0
6086,5485,2889,5,0,0,0,4
18872,5485,4223,0,0,0,5,0
10094,5485,2725,5,3,0,0,1
18548,5485,4164,2,1,0,2,1
3170,5485,1885,5,1,2,0,1
9788,5485,2850,3,2,0,2,0
7405,6997,2094,5,1,1,0,3
10105,6997,2732,5,0,0,0,4
8212,6997,2733,3,1,0,2,1
11762,6997,2990,5,5,0,0,0
10792,6997,2882,5,1,0,0,3
1602,6997,2924,0,0,0,5,0
5563,6997,2012,5,4,0,0,1
9061,6997,2476,5,1,0,0,4
7663,6997,2154,5,0,0,0,0
4792,6997,2851,4,1,0,1,3
10652,6997,2857,3,1,0,2,2
5426,6997,2902,5,2,0,0,1
6887,6997,1968,4,0,0,0,0
13171,6997,3154,5,3,0,0,2
13176,6997,3185,5,1,0,3,4
5092,6997,2156,5,3,1,0,0
7632,6997,2632,2,1,0,3,1
8484,6997,2304,2,1,1,3,0
10401,6997,2795,5,2,0,0,2
7958,6997,2196,5,0,0,0,5
8726,6997,2391,0,0,0,5,0
509,6997,2763,4,1,0,1,2
2577,6997,2348,4,3,0,1,1
2468,6997,2353,2,1,0,3,1
8876,6997,2427,5,1,1,0,0
2310,6997,2119,5,1,1,0,0
7579,6997,2146,5,1,0,0,2
6349,6997,2262,3,3,0,2,0
7578,6997,2134,5,2,1,0,0
3806,6997,2016,3,1,2,2,0
3227,6997,2538,5,1,2,0,1
7327,6997,2069,3,0,0,1,3
7249,6997,2043,4,4,0,1,0
7483,6997,2112,5,1,3,0,0
1866,6997,2824,3,2,0,2,1
5040,6997,2863,3,1,2,2,0
9732,6997,2673,5,5,0,0,0
13540,6997,3229,6,3,0,0,1
1361,6997,2866,3,2,0,2,1
4082,6997,2876,2,1,1,3,0
9746,6997,2643,4,1,0,1,1
11520,6997,2970,4,0,0,1,3
577,6997,2456,1,1,0,4,0
5163,6997,2148,5,1,2,0,0
7228,6997,2198,5,1,0,0,2
547,6997,2331,5,1,0,0,3
11108,6997,2940,5,1,1,0,2
1357,6997,2460,5,1,1,0,2
8051,6997,2222,3,0,1,2,2
553,6997,2102,3,1,1,2,1
7728,6997,2308,5,5,0,0,0
12604,6997,3174,5,2,0,0,3
7685,6997,2187,4,2,1,1,1
3717,6997,2839,4,1,0,1,2
7276,6997,2218,5,1,3,0,0
8626,6997,2360,5,1,1,0,0
11659,6997,2979,4,4,0,1,0
9349,6997,2702,5,1,3,0,0
4310,6997,2174,4,2,0,1,2
4764,6997,2777,2,1,0,3,1
7219,6997,2041,5,2,1,0,0
13408,6997,3200,3,1,1,2,1
10719,6997,2870,5,0,0,0,3
7149,6997,2207,5,3,2,0,0
1850,6997,3223,5,1,1,0,3
1836,6997,1993,5,1,0,0,3
8061,6997,2471,2,2,0,3,0
772,6997,2957,3,1,0,2,2
7975,6997,2200,5,2,0,0,1
8918,6997,2446,5,1,0,0,2
8224,6997,2257,0,0,0,5,0
8070,6997,3166,3,2,0,2,1
732,6997,2035,0,0,0,4,0
358,6997,2349,2,1,1,3,0
10370,6997,2793,3,1,1,2,0
328,6997,2419,4,4,0,1,0
2215,6997,2169,5,2,0,0,2
8873,6997,2426,5,1,2,0,2
4218,6997,2886,4,1,1,1,0
959,6997,2701,1,1,0,4,0
11956,6997,3007,3,1,0,1,0
11073,6997,2937,4,3,0,1,1
11723,6997,2987,1,1,0,4,0
9055,6997,2758,0,0,0,5,0
1915,6997,2723,2,1,0,3,0
10690,6997,2867,5,1,2,0,0
9705,6997,2926,4,1,1,1,2
1124,6997,2232,3,1,0,3,1
10306,6997,2796,0,0,0,5,0
11239,6997,2949,5,2,2,0,0
11241,6997,2950,5,1,0,0,3
7503,6997,2118,5,0,1,0,4
7580,6997,2135,0,0,0,5,0
13415,6997,3199,4,2,2,1,0
8707,6997,2378,2,2,0,3,0
13223,6997,3162,5,1,1,0,3
8152,6997,2238,5,3,1,0,1
12972,6997,3143,3,1,1,2,0
11374,6997,2963,5,2,0,0,0
7275,6997,2052,4,2,0,0,1
7377,6997,2085,4,1,0,0,3
8691,6997,2380,5,2,2,0,1
10221,6997,2780,5,2,1,0,2
7664,6997,2645,3,1,2,2,0
7925,6997,2195,5,3,1,0,1
353,6997,2201,5,3,0,0,1
2134,6997,2916,4,0,1,1,2
7875,6997,2920,5,0,0,0,5
8915,6997,2448,2,1,0,3,1
1872,6997,2256,5,5,0,0,0
11025,6997,2930,2,0,0,3,0
5202,6997,2096,4,3,1,0,0
7929,6997,2189,5,1,3,0,0
1227,14308,4054,0,0,0,3,0
577,4129,1370,3,2,0,3,0
4497,4129,2413,3,1,0,3,1
15969,4129,3846,5,5,0,0,0
5123,4129,1525,0,0,0,6,0
4620,4129,1287,0,0,0,5,0
4203,4129,1359,3,2,0,2,1
345,4129,1307,4,1,1,1,2
5173,4129,1564,5,2,0,0,3
1657,4129,1363,3,2,0,2,1
1974,4129,1569,5,1,1,0,0
4634,4129,1299,4,3,0,1,1
8174,4129,3120,3,0,0,2,3
7291,4129,2057,6,2,3,0,1
17059,4129,3761,0,0,0,6,0
5387,4129,1643,5,0,0,0,4
4904,4129,1430,6,4,0,0,0
358,4129,3297,4,2,0,2,2
10640,4129,2849,4,2,0,2,1
6357,4129,1889,5,0,0,0,5
1915,4129,1886,1,0,0,4,1
2892,4129,1169,3,0,1,2,1
6569,4129,1922,5,1,1,0,3
5836,4129,1763,0,0,0,5,0
1766,4129,1421,4,0,1,2,1
4780,4129,1384,4,2,0,1,0
1646,4129,2007,4,0,2,1,2
3182,4129,1591,5,2,0,0,0
4934,4129,2399,4,2,2,2,0
4808,4129,1548,1,0,1,4,0
2598,4129,1644,3,0,0,2,3
602,4129,1493,2,2,0,3,0
5650,4129,1709,4,1,2,1,0
4510,4129,1579,5,0,0,0,0
10005,4129,2707,4,2,0,2,1
6623,4129,1927,5,5,0,0,0
4306,4129,1664,5,2,2,0,0
2626,4129,1639,5,0,1,1,3
936,4129,2107,3,0,2,2,0
7229,4129,2067,4,0,0,1,4
11573,8866,3103,5,2,2,0,0
577,8866,3049,5,2,1,0,2
9055,8866,2475,4,2,0,1,2
11225,8866,2948,5,5,0,0,0
9365,8866,3087,4,2,2,1,0
11162,8866,2946,5,3,0,0,1
9806,8866,2658,5,2,2,0,0
10896,8866,2927,4,1,1,1,1
4975,8866,3242,5,0,0,0,5
5305,8866,2523,5,3,0,0,2
10909,8866,3101,4,3,0,1,0
12045,8866,3025,5,0,0,0,5
580,8866,3028,0,0,0,5,0
13084,8866,3147,5,3,1,0,0
5232,8866,3198,4,0,2,1,1
11867,8866,3117,4,2,0,1,2
12177,8866,3092,4,0,1,1,3
9432,8866,3023,0,0,0,5,0
12747,8866,3113,3,1,1,2,1
1828,8866,2479,5,0,0,0,5
9010,8866,2482,3,0,0,2,3
11957,8866,3008,5,1,1,0,2
12333,8866,3041,4,1,1,1,1
13297,8866,3168,5,2,1,0,1
12341,8866,3042,1,0,0,3,1
10832,8866,2912,4,4,0,1,0
9768,8866,3218,3,3,0,2,0
2137,8866,3202,3,2,1,2,0
10242,8866,2838,3,1,0,2,0
8900,8866,2440,4,1,1,1,1
1204,8866,3046,0,0,0,5,0
8105,8866,3232,5,4,0,0,1
12274,8866,3029,3,1,0,2,2
3162,8866,3128,3,1,0,2,2
10105,8866,3045,5,5,0,0,0
11326,8866,2962,5,1,0,0,2
10640,8866,3108,2,2,0,3,0
12078,8866,3017,3,2,1,2,0
1599,8866,2804,4,2,1,1,1
11721,8866,2986,5,3,0,0,0
12435,8866,3056,5,0,1,0,4
11486,8866,2969,5,2,1,0,1
11694,8866,2982,0,0,0,5,0
4055,8866,2503,0,0,0,5,0
9016,8866,2463,3,1,0,2,1
13311,16035,3771,4,1,0,1,1
3740,16035,3636,1,1,0,4,0
12274,16035,3708,2,0,0,3,1
9281,16035,3592,5,5,0,0,0
577,16035,3695,4,1,1,1,2
15959,16035,3686,4,1,0,1,1
17198,16035,3822,4,1,0,1,3
14605,16035,3632,2,0,0,3,0
15951,16035,3599,5,1,2,0,0
16946,16035,3749,5,0,0,0,4
16736,16035,3718,0,0,0,6,0
16272,16035,3705,4,2,0,1,2
16542,16035,3768,5,1,0,0,3
506,16035,3666,3,3,0,2,0
16496,16035,3676,5,1,0,0,2
16868,16035,3736,5,0,1,0,2
16668,16035,3709,0,0,0,5,0
16254,16035,3671,5,4,0,0,0
17896,18047,4010,5,0,0,0,4
18962,18047,4238,0,0,0,5,0
18492,18047,4130,4,1,2,1,0
14656,18047,4191,5,1,2,0,1
15959,18047,4036,3,2,0,2,0
18538,18047,4150,5,4,0,0,1
18812,18047,4212,0,0,0,5,0
11215,18047,4143,3,2,0,2,0
17961,18047,4053,5,3,0,0,2
1044,408,1378,4,1,2,1,1
3845,408,2078,3,0,0,1,0
8212,408,2255,4,3,0,1,0
10514,408,2831,5,1,1,0,1
7794,408,2171,2,1,0,3,1
6086,408,1817,2,1,0,3,1
9619,408,2624,3,3,0,2,0
2330,408,1584,5,3,1,0,0
2578,408,2009,3,2,0,2,0
279,408,1302,6,4,0,0,2
317,408,272,0,0,0,8,0
2230,408,2529,1,0,0,4,1
7229,408,2281,5,1,0,0,4
2476,408,1865,4,1,0,0,2
632,408,1497,0,0,0,5,0
7552,408,2127,5,0,0,0,5
1265,408,694,3,1,1,0,1
6460,408,1907,3,0,1,3,1
1448,408,491,0,0,0,4,0
10364,408,2789,5,1,0,0,4
7226,408,2036,4,4,0,0,0
6342,408,1887,5,2,0,0,2
4617,408,1572,4,1,1,1,1
10282,17771,3945,5,0,2,0,2
5448,4374,1670,5,0,0,0,0
4801,4374,1580,5,1,2,0,1
5198,4374,1553,4,3,0,1,0
4995,4374,1457,4,4,0,1,0
5187,4374,1571,3,2,1,2,0
5467,4374,1688,4,3,0,1,1
5709,4374,1733,2,2,0,3,0
642,4374,1300,0,0,0,5,0
5653,4374,1730,1,0,1,4,0
5375,4374,1881,3,3,0,2,0
2427,4374,1570,4,1,2,1,1
5224,4374,1563,5,1,1,0,2
4760,4374,1365,5,0,0,0,5
5019,4374,1787,6,0,0,0,0
2963,4374,1801,5,4,0,0,0
2198,4374,1443,3,2,0,2,1
3035,4374,1533,3,1,1,2,1
4211,4374,1588,5,3,0,0,0
5735,4374,1735,5,3,1,0,1
6417,4374,1900,4,1,0,1,3
2365,4374,1585,4,1,0,1,3
4351,4374,1683,5,1,1,0,3
5441,4374,1663,5,3,1,0,1
3481,4374,1680,2,0,0,3,2
5315,4374,1621,4,1,1,1,0
4117,4374,1442,4,1,0,1,2
807,4374,1326,6,2,0,0,3
5115,4374,1524,0,0,0,5,0
4740,4374,1431,5,1,1,0,3
3587,4374,1327,4,4,0,1,0
6716,4374,1939,5,1,1,0,3
1387,4374,1562,3,2,1,2,0
5483,4374,1679,4,1,2,1,1
6030,4374,1805,5,3,1,0,0
5064,4374,1485,5,1,2,0,2
3970,4374,1272,3,1,1,2,0
1645,4374,1355,5,3,0,0,1
4939,4374,1576,1,0,0,4,1
3732,4374,1367,0,0,0,5,0
1326,4374,1710,2,1,0,3,1
5723,4374,1732,5,5,0,0,0
5338,4374,1633,4,1,3,1,0
5055,4374,1546,2,0,0,3,2
5128,4374,1602,3,1,0,2,2
3951,4374,1795,3,3,0,2,0
4555,4374,1269,2,0,2,3,0
5206,4374,1556,5,3,1,0,1
5516,4374,1686,4,2,0,1,2
5820,4374,1764,5,2,1,0,0
6002,4374,1798,4,0,0,1,3
5122,4374,1526,4,1,1,1,2
6069,4374,1813,5,2,1,0,2
4918,4374,1434,5,1,2,0,1
1006,4374,1352,5,3,1,0,1
4074,4374,1538,3,1,0,2,2
4913,4374,1523,5,3,0,0,1
5589,4374,1698,1,1,0,4,0
708,4374,1626,3,1,1,3,1
3964,4374,1322,3,1,0,2,2
5948,4374,1896,5,2,1,0,0
2453,4374,1614,2,1,0,3,1
4608,4374,1279,5,1,2,0,1
3878,4374,1270,5,0,0,0,4
5724,4374,1734,3,2,0,2,1
3486,4374,1574,3,1,0,3,2
5040,4374,1595,5,1,3,0,0
5317,4374,1883,5,2,2,0,1
5957,4374,1789,5,0,1,0,2
5159,4374,1582,5,4,1,0,0
4340,4374,1221,3,0,2,2,0
1559,4374,1609,4,4,0,0,0
4368,5149,1661,4,2,1,1,0
1602,5149,1674,2,0,0,3,2
1613,5149,1672,4,1,2,1,1
5520,5149,1684,3,1,0,2,1
5426,5149,1657,5,4,0,0,0
3740,5149,1714,2,1,1,3,0
5679,5149,1723,2,0,0,3,2
5305,5149,1616,3,0,1,2,2
5404,5149,1667,4,1,1,1,2
5508,5149,1682,3,1,1,2,1
5702,5149,1724,3,1,0,2,2
5341,5149,1646,4,1,1,1,0
4568,5149,1653,5,1,1,0,3
5362,5149,1636,3,0,1,2,1
5560,5149,1692,4,2,1,1,1
5563,5149,1704,5,2,0,0,3
1214,43,1542,4,3,0,1,1
8741,43,2389,0,0,0,2,0
1228,43,435,0,0,0,6,0
5279,43,1606,5,0,1,0,3
1768,43,1640,2,2,0,3,0
5049,43,1537,4,1,1,2,2
4717,43,1581,4,0,0,1,4
5112,43,1522,0,0,0,3,0
5422,43,1655,5,3,0,0,2
3799,43,1596,3,1,1,2,1
522,43,1484,3,1,1,2,1
5259,43,1601,5,2,1,0,1
5327,43,1630,4,1,1,1,1
18,43,1,2,0,0,3,1
5316,43,1638,3,1,1,2,1
5339,43,1634,3,1,0,2,2
7862,43,3270,2,0,0,2,1
1227,43,579,3,0,0,0,2
1646,43,1539,5,1,0,0,3
298,43,1628,5,5,0,0,0
5385,43,1642,5,0,1,1,3
2699,6998,2163,3,2,0,2,1
7577,6998,2133,5,1,1,0,2
8850,6998,2416,5,5,0,0,0
4107,6998,2040,2,0,1,3,1
1516,6998,2346,4,4,0,1,0
7462,6998,2111,5,1,1,0,1
7113,6998,2530,5,2,1,0,2
1993,6998,2064,5,3,0,0,1
11573,6998,2977,4,2,1,1,1
622,6998,2090,4,2,1,0,1
